timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
09:10 29-04-2022,443,14,12,460000,3400,,0,0,,0,0,,31464.0,121.04,,0,0,,0,0,,2576.0,2.04,,0,0,,0,0,,0,0,,383870.0,3140.92,,0,0,,0,0, Ibiza (Spagna)_nan_-5750.0_42.5; M_nan_-17480.0_129.2;, Spagna_400000.0_42044.0_136.0;
09:20 29-04-2022,443,14,12,460000,3400,,0,0,,0,0,,31464.0,121.04,,0,0,,0,0,,2576.0,2.04,,0,0,,0,0,,0,0,,383870.0,3140.92,,0,0,,0,0, Ibiza (Spagna)_nan_-5750.0_42.5; M_nan_-17480.0_129.2;, Spagna_400000.0_42044.0_136.0;
09:30 29-04-2022,443,14,12,460000,3400,,0,0,,0,0,,31464.0,121.04,,0,0,,0,0,,2576.0,2.04,,0,0,,0,0,,0,0,,383870.0,3140.92,,0,0,,0,0, Ibiza (Spagna)_nan_-5750.0_42.5; M_nan_-17480.0_129.2;, Spagna_400000.0_42044.0_136.0;
09:40 29-04-2022,443,14,12,460000,3400,,0,0,,0,0,,31464.0,121.04,,0,0,,0,0,,2576.0,2.04,,0,0,,0,0,,0,0,,383870.0,3140.92,,0,0,,0,0, Ibiza (Spagna)_nan_-5750.0_42.5; M_nan_-17480.0_129.2;, Spagna_400000.0_42044.0_136.0;
09:50 29-04-2022,443,14,12,460000,3400,,0,0,,0,0,,31464.0,121.04,,0,0,,0,0,,2576.0,2.04,,0,0,,0,0,,0,0,,383870.0,3140.92,,0,0,,0,0, Ibiza (Spagna)_nan_-5750.0_42.5; M_nan_-17480.0_129.2;, Spagna_400000.0_42044.0_136.0;
10:00 29-04-2022,433,15,14,510000,3690,,0,0,,0,0,,32028.0,122.88,,0,0,,0,0,,17748.0,13.28,,0,0,,0,0,,0,0,,418404.0,3423.21,,0,0,,0,0, Ibiza (Spagna)_nan_-4590.0_33.21; M_nan_-14127.0_102.21;, Spagna_400000.0_41820.0_130.63;
10:10 29-04-2022,433,15,14,510000,3690,,0,0,,0,0,,32028.0,122.88,,0,0,,0,0,,17748.0,13.28,,0,0,,0,0,,0,0,,418404.0,3423.21,,0,0,,0,0, Ibiza (Spagna)_nan_-4590.0_33.21; M_nan_-14127.0_102.21;, Spagna_400000.0_41820.0_130.63;
10:20 29-04-2022,433,15,14,510000,3690,,0,0,,0,0,,32028.0,122.88,,0,0,,0,0,,17748.0,13.28,,0,0,,0,0,,0,0,,418404.0,3423.21,,0,0,,0,0, Ibiza (Spagna)_nan_-4590.0_33.21; M_nan_-14127.0_102.21;, Spagna_400000.0_41820.0_130.63;
10:30 29-04-2022,433,15,14,510000,3690,,0,0,,0,0,,32028.0,122.88,,0,0,,0,0,,17748.0,13.28,,0,0,,0,0,,0,0,,418404.0,3423.21,,0,0,,0,0, Ibiza (Spagna)_nan_-4590.0_33.21; M_nan_-14127.0_102.21;, Spagna_400000.0_41820.0_130.63;
10:40 29-04-2022,433,15,14,510000,3690,,0,0,,0,0,,32028.0,122.88,,0,0,,0,0,,17748.0,13.28,,0,0,,0,0,,0,0,,418404.0,3423.21,,0,0,,0,0, Ibiza (Spagna)_nan_-4590.0_33.21; M_nan_-14127.0_102.21;, Spagna_400000.0_41820.0_130.63;
10:50 29-04-2022,433,15,14,510000,3690,,0,0,,0,0,,32028.0,122.88,,0,0,,0,0,,17748.0,13.28,,0,0,,0,0,,0,0,,418404.0,3423.21,,0,0,,0,0, Ibiza (Spagna)_nan_-4590.0_33.21; M_nan_-14127.0_102.21;, Spagna_400000.0_41820.0_130.63;
11:00 29-04-2022,408,21,19,534000,3630,,0,0,,0,0,,31399.2,120.15,,0,0,,0,0,,49875.6,37.39,,0,0,,0,0,,0,0,,410806.2,3350.49,,0,0,,0,0, Ibiza (Spagna)_nan_-11267.4_76.59; M_nan_-14364.6_97.65;, Spagna_400000.0_41919.0_121.97;
11:10 29-04-2022,408,21,19,534000,3630,,0,0,,0,0,,31399.2,120.15,,0,0,,0,0,,49875.6,37.39,,0,0,,0,0,,0,0,,410806.2,3350.49,,0,0,,0,0, Ibiza (Spagna)_nan_-11267.4_76.59; M_nan_-14364.6_97.65;, Spagna_400000.0_41919.0_121.97;
11:20 29-04-2022,408,21,19,534000,3630,,0,0,,0,0,,31399.2,120.15,,0,0,,0,0,,49875.6,37.39,,0,0,,0,0,,0,0,,410806.2,3350.49,,0,0,,0,0, Ibiza (Spagna)_nan_-11267.4_76.59; M_nan_-14364.6_97.65;, Spagna_400000.0_41919.0_121.97;
11:30 29-04-2022,408,21,19,534000,3630,,0,0,,0,0,,31399.2,120.15,,0,0,,0,0,,49875.6,37.39,,0,0,,0,0,,0,0,,410806.2,3350.49,,0,0,,0,0, Ibiza (Spagna)_nan_-11267.4_76.59; M_nan_-14364.6_97.65;, Spagna_400000.0_41919.0_121.97;
11:40 29-04-2022,408,21,19,534000,3630,,0,0,,0,0,,31399.2,120.15,,0,0,,0,0,,49875.6,37.39,,0,0,,0,0,,0,0,,410806.2,3350.49,,0,0,,0,0, Ibiza (Spagna)_nan_-11267.4_76.59; M_nan_-14364.6_97.65;, Spagna_400000.0_41919.0_121.97;
11:50 29-04-2022,408,21,19,534000,3630,,0,0,,0,0,,31399.2,120.15,,0,0,,0,0,,49875.6,37.39,,0,0,,0,0,,0,0,,410806.2,3350.49,,0,0,,0,0, Ibiza (Spagna)_nan_-11267.4_76.59; M_nan_-14364.6_97.65;, Spagna_400000.0_41919.0_121.97;
12:00 29-04-2022,386,26,24,533000,3430,,0,0,,0,0,,30594.2,117.31,,0,0,,0,0,,76165.7,57.28,,0,0,,0,0,,0,0,,384346.3,3142.22,,0,0,,0,0, Ibiza (Spagna)_nan_-13698.1_88.15; M_nan_-12259.0_78.89;, Spagna_400000.0_41893.8_113.19;
12:10 29-04-2022,386,26,24,533000,3430,,0,0,,0,0,,30594.2,117.31,,0,0,,0,0,,76165.7,57.28,,0,0,,0,0,,0,0,,384346.3,3142.22,,0,0,,0,0, Ibiza (Spagna)_nan_-13698.1_88.15; M_nan_-12259.0_78.89;, Spagna_400000.0_41893.8_113.19;
12:20 29-04-2022,386,26,24,533000,3430,,0,0,,0,0,,30594.2,117.31,,0,0,,0,0,,76165.7,57.28,,0,0,,0,0,,0,0,,384346.3,3142.22,,0,0,,0,0, Ibiza (Spagna)_nan_-13698.1_88.15; M_nan_-12259.0_78.89;, Spagna_400000.0_41893.8_113.19;
12:30 29-04-2022,386,26,24,533000,3430,,0,0,,0,0,,30594.2,117.31,,0,0,,0,0,,76165.7,57.28,,0,0,,0,0,,0,0,,384346.3,3142.22,,0,0,,0,0, Ibiza (Spagna)_nan_-13698.1_88.15; M_nan_-12259.0_78.89;, Spagna_400000.0_41893.8_113.19;
12:40 29-04-2022,386,26,24,533000,3430,,0,0,,0,0,,30594.2,117.31,,0,0,,0,0,,76165.7,57.28,,0,0,,0,0,,0,0,,384346.3,3142.22,,0,0,,0,0, Ibiza (Spagna)_nan_-13698.1_88.15; M_nan_-12259.0_78.89;, Spagna_400000.0_41893.8_113.19;
12:50 29-04-2022,386,26,24,533000,3430,,0,0,,0,0,,30594.2,117.31,,0,0,,0,0,,76165.7,57.28,,0,0,,0,0,,0,0,,384346.3,3142.22,,0,0,,0,0, Ibiza (Spagna)_nan_-13698.1_88.15; M_nan_-12259.0_78.89;, Spagna_400000.0_41893.8_113.19;
13:00 29-04-2022,369,30,28,517000,3180,,0,0,,0,0,,30037.7,115.12,,0,0,,0,0,,90888.6,68.05,,0,0,,0,0,,0,0,,354093.3,2890.62,,0,0,,0,0, Ibiza (Spagna)_nan_-12252.9_75.37; M_nan_-9047.5_55.65;, Spagna_400000.0_41980.4_106.21;
13:10 29-04-2022,369,30,28,517000,3180,,0,0,,0,0,,30037.7,115.12,,0,0,,0,0,,90888.6,68.05,,0,0,,0,0,,0,0,,354093.3,2890.62,,0,0,,0,0, Ibiza (Spagna)_nan_-12252.9_75.37; M_nan_-9047.5_55.65;, Spagna_400000.0_41980.4_106.21;
13:20 29-04-2022,369,30,28,517000,3180,,0,0,,0,0,,30037.7,115.12,,0,0,,0,0,,90888.6,68.05,,0,0,,0,0,,0,0,,354093.3,2890.62,,0,0,,0,0, Ibiza (Spagna)_nan_-12252.9_75.37; M_nan_-9047.5_55.65;, Spagna_400000.0_41980.4_106.21;
13:30 29-04-2022,369,30,28,517000,3180,,0,0,,0,0,,30037.7,115.12,,0,0,,0,0,,90888.6,68.05,,0,0,,0,0,,0,0,,354093.3,2890.62,,0,0,,0,0, Ibiza (Spagna)_nan_-12252.9_75.37; M_nan_-9047.5_55.65;, Spagna_400000.0_41980.4_106.21;
13:40 29-04-2022,369,30,28,517000,3180,,0,0,,0,0,,30037.7,115.12,,0,0,,0,0,,90888.6,68.05,,0,0,,0,0,,0,0,,354093.3,2890.62,,0,0,,0,0, Ibiza (Spagna)_nan_-12252.9_75.37; M_nan_-9047.5_55.65;, Spagna_400000.0_41980.4_106.21;
13:50 29-04-2022,369,30,28,517000,3180,,0,0,,0,0,,30037.7,115.12,,0,0,,0,0,,90888.6,68.05,,0,0,,0,0,,0,0,,354093.3,2890.62,,0,0,,0,0, Ibiza (Spagna)_nan_-12252.9_75.37; M_nan_-9047.5_55.65;, Spagna_400000.0_41980.4_106.21;
14:00 29-04-2022,357,32,31,512000,3040,,0,0,,0,0,,28979.2,110.96,,0,0,,0,0,,103936.0,77.82,,0,0,,0,0,,0,0,,336947.2,2749.38,,0,0,,0,0, Ibiza (Spagna)_nan_-10444.8_62.02; M_nan_-7987.2_47.42;, Spagna_400000.0_42137.6_101.54;
14:10 29-04-2022,357,32,31,512000,3040,,0,0,,0,0,,28979.2,110.96,,0,0,,0,0,,103936.0,77.82,,0,0,,0,0,,0,0,,336947.2,2749.38,,0,0,,0,0, Ibiza (Spagna)_nan_-10444.8_62.02; M_nan_-7987.2_47.42;, Spagna_400000.0_42137.6_101.54;
14:20 29-04-2022,357,32,31,512000,3040,,0,0,,0,0,,28979.2,110.96,,0,0,,0,0,,103936.0,77.82,,0,0,,0,0,,0,0,,336947.2,2749.38,,0,0,,0,0, Ibiza (Spagna)_nan_-10444.8_62.02; M_nan_-7987.2_47.42;, Spagna_400000.0_42137.6_101.54;
14:30 29-04-2022,357,32,31,512000,3040,,0,0,,0,0,,28979.2,110.96,,0,0,,0,0,,103936.0,77.82,,0,0,,0,0,,0,0,,336947.2,2749.38,,0,0,,0,0, Ibiza (Spagna)_nan_-10444.8_62.02; M_nan_-7987.2_47.42;, Spagna_400000.0_42137.6_101.54;
14:40 29-04-2022,357,32,31,512000,3040,,0,0,,0,0,,28979.2,110.96,,0,0,,0,0,,103936.0,77.82,,0,0,,0,0,,0,0,,336947.2,2749.38,,0,0,,0,0, Ibiza (Spagna)_nan_-10444.8_62.02; M_nan_-7987.2_47.42;, Spagna_400000.0_42137.6_101.54;
14:50 29-04-2022,357,32,31,512000,3040,,0,0,,0,0,,28979.2,110.96,,0,0,,0,0,,103936.0,77.82,,0,0,,0,0,,0,0,,336947.2,2749.38,,0,0,,0,0, Ibiza (Spagna)_nan_-10444.8_62.02; M_nan_-7987.2_47.42;, Spagna_400000.0_42137.6_101.54;
15:00 29-04-2022,352,34,32,505000,2960,,0,0,,0,0,,30805.0,118.1,,0,0,,0,0,,106201.5,79.62,,0,0,,0,0,,0,0,,325977.5,2662.22,,0,0,,0,0, Ibiza (Spagna)_nan_-7777.0_45.58; M_nan_-5252.0_30.78;, Spagna_400000.0_42016.0_100.05;
15:10 29-04-2022,352,34,32,505000,2960,,0,0,,0,0,,30805.0,118.1,,0,0,,0,0,,106201.5,79.62,,0,0,,0,0,,0,0,,325977.5,2662.22,,0,0,,0,0, Ibiza (Spagna)_nan_-7777.0_45.58; M_nan_-5252.0_30.78;, Spagna_400000.0_42016.0_100.05;
15:20 29-04-2022,352,34,32,505000,2960,,0,0,,0,0,,30805.0,118.1,,0,0,,0,0,,106201.5,79.62,,0,0,,0,0,,0,0,,325977.5,2662.22,,0,0,,0,0, Ibiza (Spagna)_nan_-7777.0_45.58; M_nan_-5252.0_30.78;, Spagna_400000.0_42016.0_100.05;
15:30 29-04-2022,352,34,32,505000,2960,,0,0,,0,0,,30805.0,118.1,,0,0,,0,0,,106201.5,79.62,,0,0,,0,0,,0,0,,325977.5,2662.22,,0,0,,0,0, Ibiza (Spagna)_nan_-7777.0_45.58; M_nan_-5252.0_30.78;, Spagna_400000.0_42016.0_100.05;
15:40 29-04-2022,352,34,32,505000,2960,,0,0,,0,0,,30805.0,118.1,,0,0,,0,0,,106201.5,79.62,,0,0,,0,0,,0,0,,325977.5,2662.22,,0,0,,0,0, Ibiza (Spagna)_nan_-7777.0_45.58; M_nan_-5252.0_30.78;, Spagna_400000.0_42016.0_100.05;
15:50 29-04-2022,352,34,32,505000,2960,,0,0,,0,0,,30805.0,118.1,,0,0,,0,0,,106201.5,79.62,,0,0,,0,0,,0,0,,325977.5,2662.22,,0,0,,0,0, Ibiza (Spagna)_nan_-7777.0_45.58; M_nan_-5252.0_30.78;, Spagna_400000.0_42016.0_100.05;
16:00 29-04-2022,351,34,32,491000,2880,,0,0,,0,0,,28723.5,110.3,,0,0,,0,0,,103502.8,77.76,,0,0,,0,0,,0,0,,316793.2,2593.15,,0,0,,0,0, Ibiza (Spagna)_nan_-5499.2_32.26; M_nan_-2553.2_14.98;, Spagna_400000.0_41980.5_98.78;
16:10 29-04-2022,351,34,32,491000,2880,,0,0,,0,0,,28723.5,110.3,,0,0,,0,0,,103502.8,77.76,,0,0,,0,0,,0,0,,316793.2,2593.15,,0,0,,0,0, Ibiza (Spagna)_nan_-5499.2_32.26; M_nan_-2553.2_14.98;, Spagna_400000.0_41980.5_98.78;
16:20 29-04-2022,351,34,32,491000,2880,,0,0,,0,0,,28723.5,110.3,,0,0,,0,0,,103502.8,77.76,,0,0,,0,0,,0,0,,316793.2,2593.15,,0,0,,0,0, Ibiza (Spagna)_nan_-5499.2_32.26; M_nan_-2553.2_14.98;, Spagna_400000.0_41980.5_98.78;
16:30 29-04-2022,351,34,32,491000,2880,,0,0,,0,0,,28723.5,110.3,,0,0,,0,0,,103502.8,77.76,,0,0,,0,0,,0,0,,316793.2,2593.15,,0,0,,0,0, Ibiza (Spagna)_nan_-5499.2_32.26; M_nan_-2553.2_14.98;, Spagna_400000.0_41980.5_98.78;
16:40 29-04-2022,351,34,32,491000,2880,,0,0,,0,0,,28723.5,110.3,,0,0,,0,0,,103502.8,77.76,,0,0,,0,0,,0,0,,316793.2,2593.15,,0,0,,0,0, Ibiza (Spagna)_nan_-5499.2_32.26; M_nan_-2553.2_14.98;, Spagna_400000.0_41980.5_98.78;
16:50 29-04-2022,351,34,32,491000,2880,,0,0,,0,0,,28723.5,110.3,,0,0,,0,0,,103502.8,77.76,,0,0,,0,0,,0,0,,316793.2,2593.15,,0,0,,0,0, Ibiza (Spagna)_nan_-5499.2_32.26; M_nan_-2553.2_14.98;, Spagna_400000.0_41980.5_98.78;
17:00 29-04-2022,351,34,32,480000,2810,,0,0,,0,0,,28848.0,110.71,,0,0,,0,0,,100272.0,75.31,,0,0,,0,0,,0,0,,308832.0,2525.35,,0,0,,0,0, Ibiza (Spagna)_nan_-12768.0_74.75; M_nan_-2544.0_14.89;, Spagna_400000.0_42000.0_98.63;
17:10 29-04-2022,351,34,32,480000,2810,,0,0,,0,0,,28848.0,110.71,,0,0,,0,0,,100272.0,75.31,,0,0,,0,0,,0,0,,308832.0,2525.35,,0,0,,0,0, Ibiza (Spagna)_nan_-12768.0_74.75; M_nan_-2544.0_14.89;, Spagna_400000.0_42000.0_98.63;
17:20 29-04-2022,351,34,32,480000,2810,,0,0,,0,0,,28848.0,110.71,,0,0,,0,0,,100272.0,75.31,,0,0,,0,0,,0,0,,308832.0,2525.35,,0,0,,0,0, Ibiza (Spagna)_nan_-12768.0_74.75; M_nan_-2544.0_14.89;, Spagna_400000.0_42000.0_98.63;
17:30 29-04-2022,351,34,32,480000,2810,,0,0,,0,0,,28848.0,110.71,,0,0,,0,0,,100272.0,75.31,,0,0,,0,0,,0,0,,308832.0,2525.35,,0,0,,0,0, Ibiza (Spagna)_nan_-12768.0_74.75; M_nan_-2544.0_14.89;, Spagna_400000.0_42000.0_98.63;
17:40 29-04-2022,351,34,32,480000,2810,,0,0,,0,0,,28848.0,110.71,,0,0,,0,0,,100272.0,75.31,,0,0,,0,0,,0,0,,308832.0,2525.35,,0,0,,0,0, Ibiza (Spagna)_nan_-12768.0_74.75; M_nan_-2544.0_14.89;, Spagna_400000.0_42000.0_98.63;
17:50 29-04-2022,351,34,32,480000,2810,,0,0,,0,0,,28848.0,110.71,,0,0,,0,0,,100272.0,75.31,,0,0,,0,0,,0,0,,308832.0,2525.35,,0,0,,0,0, Ibiza (Spagna)_nan_-12768.0_74.75; M_nan_-2544.0_14.89;, Spagna_400000.0_42000.0_98.63;
18:00 29-04-2022,358,32,31,477000,2850,,0,0,,0,0,,31720.5,121.69,,0,0,,0,0,,89676.0,67.26,,0,0,,0,0,,0,0,,313532.1,2562.72,,0,0,,0,0, Ibiza (Spagna)_nan_-18746.1_112.01; M_nan_-1812.6_10.83;, Spagna_400000.0_42071.4_98.04;
18:10 29-04-2022,358,32,31,477000,2850,,0,0,,0,0,,31720.5,121.69,,0,0,,0,0,,89676.0,67.26,,0,0,,0,0,,0,0,,313532.1,2562.72,,0,0,,0,0, Ibiza (Spagna)_nan_-18746.1_112.01; M_nan_-1812.6_10.83;, Spagna_400000.0_42071.4_98.04;
18:20 29-04-2022,358,32,31,477000,2850,,0,0,,0,0,,31720.5,121.69,,0,0,,0,0,,89676.0,67.26,,0,0,,0,0,,0,0,,313532.1,2562.72,,0,0,,0,0, Ibiza (Spagna)_nan_-18746.1_112.01; M_nan_-1812.6_10.83;, Spagna_400000.0_42071.4_98.04;
18:30 29-04-2022,358,32,31,477000,2850,,0,0,,0,0,,31720.5,121.69,,0,0,,0,0,,89676.0,67.26,,0,0,,0,0,,0,0,,313532.1,2562.72,,0,0,,0,0, Ibiza (Spagna)_nan_-18746.1_112.01; M_nan_-1812.6_10.83;, Spagna_400000.0_42071.4_98.04;
18:40 29-04-2022,358,32,31,477000,2850,,0,0,,0,0,,31720.5,121.69,,0,0,,0,0,,89676.0,67.26,,0,0,,0,0,,0,0,,313532.1,2562.72,,0,0,,0,0, Ibiza (Spagna)_nan_-18746.1_112.01; M_nan_-1812.6_10.83;, Spagna_400000.0_42071.4_98.04;
18:50 29-04-2022,358,32,31,477000,2850,,0,0,,0,0,,31720.5,121.69,,0,0,,0,0,,89676.0,67.26,,0,0,,0,0,,0,0,,313532.1,2562.72,,0,0,,0,0, Ibiza (Spagna)_nan_-18746.1_112.01; M_nan_-1812.6_10.83;, Spagna_400000.0_42071.4_98.04;
19:00 29-04-2022,380,27,26,492000,3120,,0,0,,0,0,,31340.4,120.12,,0,0,,0,0,,70060.8,52.42,,0,0,,0,0,,0,0,,348631.2,2846.69,,0,0,,0,0, Ibiza (Spagna)_nan_-27650.4_175.34; M_nan_-3345.6_21.22;, Spagna_400000.0_41967.6_100.78;
19:10 29-04-2022,380,27,26,492000,3120,,0,0,,0,0,,31340.4,120.12,,0,0,,0,0,,70060.8,52.42,,0,0,,0,0,,0,0,,348631.2,2846.69,,0,0,,0,0, Ibiza (Spagna)_nan_-27650.4_175.34; M_nan_-3345.6_21.22;, Spagna_400000.0_41967.6_100.78;
19:20 29-04-2022,380,27,26,492000,3120,,0,0,,0,0,,31340.4,120.12,,0,0,,0,0,,70060.8,52.42,,0,0,,0,0,,0,0,,348631.2,2846.69,,0,0,,0,0, Ibiza (Spagna)_nan_-27650.4_175.34; M_nan_-3345.6_21.22;, Spagna_400000.0_41967.6_100.78;
19:30 29-04-2022,380,27,26,492000,3120,,0,0,,0,0,,31340.4,120.12,,0,0,,0,0,,70060.8,52.42,,0,0,,0,0,,0,0,,348631.2,2846.69,,0,0,,0,0, Ibiza (Spagna)_nan_-27650.4_175.34; M_nan_-3345.6_21.22;, Spagna_400000.0_41967.6_100.78;
19:40 29-04-2022,380,27,26,492000,3120,,0,0,,0,0,,31340.4,120.12,,0,0,,0,0,,70060.8,52.42,,0,0,,0,0,,0,0,,348631.2,2846.69,,0,0,,0,0, Ibiza (Spagna)_nan_-27650.4_175.34; M_nan_-3345.6_21.22;, Spagna_400000.0_41967.6_100.78;
19:50 29-04-2022,380,27,26,492000,3120,,0,0,,0,0,,31340.4,120.12,,0,0,,0,0,,70060.8,52.42,,0,0,,0,0,,0,0,,348631.2,2846.69,,0,0,,0,0, Ibiza (Spagna)_nan_-27650.4_175.34; M_nan_-3345.6_21.22;, Spagna_400000.0_41967.6_100.78;
20:00 29-04-2022,416,19,17,521000,3610,,0,0,,0,0,,23392.9,89.53,,0,0,,0,0,,41263.2,31.05,,0,0,,0,0,,0,0,,414299.2,3384.74,,0,0,,0,0, Ibiza (Spagna)_nan_-38606.1_267.5; M_nan_-5574.7_38.63;, Spagna_400000.0_42044.7_104.69;
20:10 29-04-2022,416,19,17,521000,3610,,0,0,,0,0,,23392.9,89.53,,0,0,,0,0,,41263.2,31.05,,0,0,,0,0,,0,0,,414299.2,3384.74,,0,0,,0,0, Ibiza (Spagna)_nan_-38606.1_267.5; M_nan_-5574.7_38.63;, Spagna_400000.0_42044.7_104.69;
20:20 29-04-2022,416,19,17,521000,3610,,0,0,,0,0,,23392.9,89.53,,0,0,,0,0,,41263.2,31.05,,0,0,,0,0,,0,0,,414299.2,3384.74,,0,0,,0,0, Ibiza (Spagna)_nan_-38606.1_267.5; M_nan_-5574.7_38.63;, Spagna_400000.0_42044.7_104.69;
20:30 29-04-2022,416,19,17,521000,3610,,0,0,,0,0,,23392.9,89.53,,0,0,,0,0,,41263.2,31.05,,0,0,,0,0,,0,0,,414299.2,3384.74,,0,0,,0,0, Ibiza (Spagna)_nan_-38606.1_267.5; M_nan_-5574.7_38.63;, Spagna_400000.0_42044.7_104.69;
20:40 29-04-2022,416,19,17,521000,3610,,0,0,,0,0,,23392.9,89.53,,0,0,,0,0,,41263.2,31.05,,0,0,,0,0,,0,0,,414299.2,3384.74,,0,0,,0,0, Ibiza (Spagna)_nan_-38606.1_267.5; M_nan_-5574.7_38.63;, Spagna_400000.0_42044.7_104.69;
20:50 29-04-2022,416,19,17,521000,3610,,0,0,,0,0,,23392.9,89.53,,0,0,,0,0,,41263.2,31.05,,0,0,,0,0,,0,0,,414299.2,3384.74,,0,0,,0,0, Ibiza (Spagna)_nan_-38606.1_267.5; M_nan_-5574.7_38.63;, Spagna_400000.0_42044.7_104.69;
21:00 29-04-2022,441,13,12,528000,3880,,0,0,,0,0,,26136.0,100.1,,0,0,,0,0,,12408.0,9.31,,0,0,,0,0,,0,0,,447427.2,3655.35,,0,0,,0,0, Ibiza (Spagna)_nan_-25608.0_188.18; M_nan_-6916.8_50.83;, Spagna_400000.0_42028.8_115.24;
21:10 29-04-2022,441,13,12,528000,3880,,0,0,,0,0,,26136.0,100.1,,0,0,,0,0,,12408.0,9.31,,0,0,,0,0,,0,0,,447427.2,3655.35,,0,0,,0,0, Ibiza (Spagna)_nan_-25608.0_188.18; M_nan_-6916.8_50.83;, Spagna_400000.0_42028.8_115.24;
21:20 29-04-2022,441,13,12,528000,3880,,0,0,,0,0,,26136.0,100.1,,0,0,,0,0,,12408.0,9.31,,0,0,,0,0,,0,0,,447427.2,3655.35,,0,0,,0,0, Ibiza (Spagna)_nan_-25608.0_188.18; M_nan_-6916.8_50.83;, Spagna_400000.0_42028.8_115.24;
21:30 29-04-2022,441,13,12,528000,3880,,0,0,,0,0,,26136.0,100.1,,0,0,,0,0,,12408.0,9.31,,0,0,,0,0,,0,0,,447427.2,3655.35,,0,0,,0,0, Ibiza (Spagna)_nan_-25608.0_188.18; M_nan_-6916.8_50.83;, Spagna_400000.0_42028.8_115.24;
21:40 29-04-2022,441,13,12,528000,3880,,0,0,,0,0,,26136.0,100.1,,0,0,,0,0,,12408.0,9.31,,0,0,,0,0,,0,0,,447427.2,3655.35,,0,0,,0,0, Ibiza (Spagna)_nan_-25608.0_188.18; M_nan_-6916.8_50.83;, Spagna_400000.0_42028.8_115.24;
21:50 29-04-2022,441,13,12,528000,3880,,0,0,,0,0,,26136.0,100.1,,0,0,,0,0,,12408.0,9.31,,0,0,,0,0,,0,0,,447427.2,3655.35,,0,0,,0,0, Ibiza (Spagna)_nan_-25608.0_188.18; M_nan_-6916.8_50.83;, Spagna_400000.0_42028.8_115.24;
22:00 29-04-2022,449,12,10,537000,4010,,0,0,,0,0,,32381.1,123.91,,0,0,,0,0,,1449.9,1.2,,0,0,,0,0,,0,0,,461175.6,3761.78,,0,0,,0,0, Ibiza (Spagna)_nan_-7249.5_54.14; M_nan_-7088.4_52.93;, Spagna_400000.0_41993.4_123.11;
22:10 29-04-2022,449,12,10,537000,4010,,0,0,,0,0,,32381.1,123.91,,0,0,,0,0,,1449.9,1.2,,0,0,,0,0,,0,0,,461175.6,3761.78,,0,0,,0,0, Ibiza (Spagna)_nan_-7249.5_54.14; M_nan_-7088.4_52.93;, Spagna_400000.0_41993.4_123.11;
22:20 29-04-2022,449,12,10,537000,4010,,0,0,,0,0,,32381.1,123.91,,0,0,,0,0,,1449.9,1.2,,0,0,,0,0,,0,0,,461175.6,3761.78,,0,0,,0,0, Ibiza (Spagna)_nan_-7249.5_54.14; M_nan_-7088.4_52.93;, Spagna_400000.0_41993.4_123.11;
22:30 29-04-2022,449,12,10,537000,4010,,0,0,,0,0,,32381.1,123.91,,0,0,,0,0,,1449.9,1.2,,0,0,,0,0,,0,0,,461175.6,3761.78,,0,0,,0,0, Ibiza (Spagna)_nan_-7249.5_54.14; M_nan_-7088.4_52.93;, Spagna_400000.0_41993.4_123.11;
22:40 29-04-2022,449,12,10,537000,4010,,0,0,,0,0,,32381.1,123.91,,0,0,,0,0,,1449.9,1.2,,0,0,,0,0,,0,0,,461175.6,3761.78,,0,0,,0,0, Ibiza (Spagna)_nan_-7249.5_54.14; M_nan_-7088.4_52.93;, Spagna_400000.0_41993.4_123.11;
22:50 29-04-2022,449,12,10,537000,4010,,0,0,,0,0,,32381.1,123.91,,0,0,,0,0,,1449.9,1.2,,0,0,,0,0,,0,0,,461175.6,3761.78,,0,0,,0,0, Ibiza (Spagna)_nan_-7249.5_54.14; M_nan_-7088.4_52.93;, Spagna_400000.0_41993.4_123.11;
23:00 29-04-2022,451,11,10,544000,4090,,0,0,,0,0,,31388.8,120.25,,0,0,,0,0,,707.2,0.41,,0,0,,0,0,,0,0,,465174.4,3798.79,,0,0,,0,0, M_nan_-5059.2_38.04;, Spagna_400000.0_42105.6_127.2; Ibiza (Spagna)_nan_4624.0_42.95;
