timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
10:40 21-04-2022,278,66,52,659000,3060,,,,,,,56500,52456.4,201.35,,,,139000,69195.0,12.55,268000,27216.7,20.5,23000,4217.6,1.84,,0,0,,0,0,11600,17265.8,140.76,,,,82400,,,, Belgio_nan_114731.9_289.17; Germania_nan_373850.7_2393.84;
10:50 21-04-2022,276,67,53,659000,3030,,,,,,,56500,52456.4,201.5,,,,139000,69195.0,12.73,268000,27216.7,20.3,23000,4217.6,1.82,,0,0,,0,0,11600,17265.8,140.9,,,,82400,,,, Belgio_nan_114731.9_294.52; Germania_nan_373850.7_2358.25;
11:00 21-04-2022,276,67,53,659000,3030,,,,,,,56500,52456.4,201.5,,,,139000,69195.0,12.73,268000,27216.7,20.3,23000,4217.6,1.82,,0,0,,0,0,11600,17265.8,140.9,,,,82400,,,, Belgio_nan_114731.9_294.52; Germania_nan_373850.7_2358.25;
11:10 21-04-2022,227,74,63,622000,2350,,,,,,,56500,47769.6,183.06,,,,139000,38253.0,7.05,268000,50755.2,38.07,23000,12999.8,5.17,,0,0,,0,0,11600,6531.0,53.11,,,,82400,,,, Belgio_nan_78309.8_177.66; Germania_nan_387381.6_1885.88;
11:20 21-04-2022,227,74,63,622000,2350,,,,,,,56500,47769.6,183.06,,,,139000,38253.0,7.05,268000,50755.2,38.07,23000,12999.8,5.17,,0,0,,0,0,11600,6531.0,53.11,,,,82400,,,, Belgio_nan_78309.8_177.66; Germania_nan_387381.6_1885.88;
11:30 21-04-2022,227,74,63,622000,2350,,,,,,,56500,47769.6,183.06,,,,139000,38253.0,7.05,268000,50755.2,38.07,23000,12999.8,5.17,,0,0,,0,0,11600,6531.0,53.11,,,,82400,,,, Belgio_nan_78309.8_177.66; Germania_nan_387381.6_1885.88;
11:40 21-04-2022,227,74,63,622000,2350,,,,,,,56500,47769.6,183.06,,,,139000,38253.0,7.05,268000,50755.2,38.07,23000,12999.8,5.17,,0,0,,0,0,11600,6531.0,53.11,,,,82400,,,, Belgio_nan_78309.8_177.66; Germania_nan_387381.6_1885.88;
11:50 21-04-2022,276,68,56,634000,2820,,,,,,,56500,49261.8,188.66,,,,139000,38674.0,7.05,268000,49959.2,37.51,23000,12489.8,5.08,,0,0,,0,0,11600,9002.8,73.6,,,,82400,,,, Belgio_nan_78235.6_148.61; Germania_nan_396376.8_2359.78;
12:00 21-04-2022,276,68,56,634000,2820,,,,,,,56500,49261.8,188.66,,,,139000,38674.0,7.05,268000,49959.2,37.51,23000,12489.8,5.08,,0,0,,0,0,11600,9002.8,73.6,,,,82400,,,, Belgio_nan_78235.6_148.61; Germania_nan_396376.8_2359.78;
12:10 21-04-2022,292,66,53,514000,2500,,,,,,,56500,48727.2,186.75,,,,139000,,,268000,,,23000,4985.8,2.0,,0,0,,0,0,11600,10023.0,81.5,,,,82400,,,, Belgio_nan_79978.4_171.75; Germania_nan_370234.2_2058.0;
12:20 21-04-2022,292,66,53,514000,2500,,,,,,,56500,48727.2,186.75,,,,139000,,,268000,,,23000,4985.8,2.0,,0,0,,0,0,11600,10023.0,81.5,,,,82400,,,, Belgio_nan_79978.4_171.75; Germania_nan_370234.2_2058.0;
12:30 21-04-2022,292,66,53,514000,2500,,,,,,,56500,48727.2,186.75,,,,139000,,,268000,,,23000,4985.8,2.0,,0,0,,0,0,11600,10023.0,81.5,,,,82400,,,, Belgio_nan_79978.4_171.75; Germania_nan_370234.2_2058.0;
12:40 21-04-2022,292,66,53,514000,2500,,,,,,,56500,48727.2,186.75,,,,139000,,,268000,,,23000,4985.8,2.0,,0,0,,0,0,11600,10023.0,81.5,,,,82400,,,, Belgio_nan_79978.4_171.75; Germania_nan_370234.2_2058.0;
12:50 21-04-2022,286,67,55,513000,2440,,,,,,,56500,48735.0,186.66,,,,139000,,,268000,,,23000,4976.1,1.95,,0,0,,0,0,11600,10003.5,81.5,,,,82400,,,, Belgio_nan_79976.7_141.28; Germania_nan_369308.7_2028.62;
13:00 21-04-2022,286,67,55,513000,2440,,,,,,,56500,48735.0,186.66,,,,139000,,,268000,,,23000,4976.1,1.95,,0,0,,0,0,11600,10003.5,81.5,,,,82400,,,, Belgio_nan_79976.7_141.28; Germania_nan_369308.7_2028.62;
13:10 21-04-2022,289,67,59,496000,2390,,,,,,,56500,45235.2,173.27,,,,139000,,,268000,,,23000,11011.2,4.3,,0,0,,0,0,11600,10763.2,87.71,,,,82400,,,, Belgio_nan_27230.4_57.84; Germania_nan_401760.0_2066.87;
13:20 21-04-2022,289,67,59,496000,2390,,,,,,,56500,45235.2,173.27,,,,139000,,,268000,,,23000,11011.2,4.3,,0,0,,0,0,11600,10763.2,87.71,,,,82400,,,, Belgio_nan_27230.4_57.84; Germania_nan_401760.0_2066.87;
13:30 21-04-2022,289,67,59,496000,2390,,,,,,,56500,45235.2,173.27,,,,139000,,,268000,,,23000,11011.2,4.3,,0,0,,0,0,11600,10763.2,87.71,,,,82400,,,, Belgio_nan_27230.4_57.84; Germania_nan_401760.0_2066.87;
13:40 21-04-2022,284,68,60,498000,2360,,,,,,,56500,45268.2,173.46,,,,139000,,,268000,,,23000,11005.8,4.48,,0,0,,0,0,11600,10756.8,87.79,,,,82400,,,, Belgio_nan_27240.6_39.41; Germania_nan_403678.8_2054.85;
13:50 21-04-2022,284,68,60,498000,2360,,,,,,,56500,45268.2,173.46,,,,139000,,,268000,,,23000,11005.8,4.48,,0,0,,0,0,11600,10756.8,87.79,,,,82400,,,, Belgio_nan_27240.6_39.41; Germania_nan_403678.8_2054.85;
14:00 21-04-2022,267,71,63,494000,2200,,,,,,,56500,46979.4,180.18,,,,139000,,,268000,,,23000,10769.2,4.4,,0,0,,0,0,11600,7261.8,59.18,,,,82400,,,, Belgio_nan_29985.8_60.72; Germania_nan_399053.2_1895.74;
14:10 21-04-2022,267,71,63,494000,2200,,,,,,,56500,46979.4,180.18,,,,139000,,,268000,,,23000,10769.2,4.4,,0,0,,0,0,11600,7261.8,59.18,,,,82400,,,, Belgio_nan_29985.8_60.72; Germania_nan_399053.2_1895.74;
14:20 21-04-2022,267,71,63,494000,2200,,,,,,,56500,46979.4,180.18,,,,139000,,,268000,,,23000,10769.2,4.4,,0,0,,0,0,11600,7261.8,59.18,,,,82400,,,, Belgio_nan_29985.8_60.72; Germania_nan_399053.2_1895.74;
14:30 21-04-2022,267,71,63,494000,2200,,,,,,,56500,46979.4,180.18,,,,139000,,,268000,,,23000,10769.2,4.4,,0,0,,0,0,11600,7261.8,59.18,,,,82400,,,, Belgio_nan_29985.8_60.72; Germania_nan_399053.2_1895.74;
14:40 21-04-2022,267,71,63,494000,2200,,,,,,,56500,46979.4,180.18,,,,139000,,,268000,,,23000,10769.2,4.4,,0,0,,0,0,11600,7261.8,59.18,,,,82400,,,, Belgio_nan_29985.8_60.72; Germania_nan_399053.2_1895.74;
14:50 21-04-2022,273,70,62,481000,2190,,,,,,,56500,46993.7,180.02,,,,139000,,,268000,,,23000,10726.3,4.38,,0,0,,0,0,11600,7263.1,59.13,,,,82400,,,, Belgio_nan_29966.3_38.11; Germania_nan_386050.6_1908.37;
15:00 21-04-2022,201,78,62,631000,1900,,,,,,,56500,49975.2,191.52,,,,139000,29972.5,5.51,268000,123423.6,92.53,23000,5237.3,2.09,,0,0,,0,0,11600,10979.4,89.68,,,,82400,,,, Belgio_nan_165448.2_325.85; Germania_nan_245900.7_1192.82;
15:10 21-04-2022,201,78,62,631000,1900,,,,,,,56500,49975.2,191.52,,,,139000,29972.5,5.51,268000,123423.6,92.53,23000,5237.3,2.09,,0,0,,0,0,11600,10979.4,89.68,,,,82400,,,, Belgio_nan_165448.2_325.85; Germania_nan_245900.7_1192.82;
15:20 21-04-2022,201,78,62,631000,1900,,,,,,,56500,49975.2,191.52,,,,139000,29972.5,5.51,268000,123423.6,92.53,23000,5237.3,2.09,,0,0,,0,0,11600,10979.4,89.68,,,,82400,,,, Belgio_nan_165448.2_325.85; Germania_nan_245900.7_1192.82;
15:30 21-04-2022,201,78,62,631000,1900,,,,,,,56500,49975.2,191.52,,,,139000,29972.5,5.51,268000,123423.6,92.53,23000,5237.3,2.09,,0,0,,0,0,11600,10979.4,89.68,,,,82400,,,, Belgio_nan_165448.2_325.85; Germania_nan_245900.7_1192.82;
15:40 21-04-2022,197,79,62,627000,1860,,,,,,,56500,50034.6,191.95,,,,139000,30033.3,5.58,268000,123581.7,92.81,23000,5266.8,2.05,,0,0,,0,0,11600,11035.2,90.02,,,,82400,,,, Belgio_nan_165653.4_319.73; Germania_nan_241457.7_1158.22;
15:50 21-04-2022,197,79,62,627000,1860,,,,,,,56500,50034.6,191.95,,,,139000,30033.3,5.58,268000,123581.7,92.81,23000,5266.8,2.05,,0,0,,0,0,11600,11035.2,90.02,,,,82400,,,, Belgio_nan_165653.4_319.73; Germania_nan_241457.7_1158.22;
16:00 21-04-2022,158,84,70,601000,1590,,,,,,,56500,49762.8,191.28,,,,139000,28247.0,5.25,268000,122483.8,92.22,23000,6490.8,2.54,,0,0,,0,0,11600,1742.9,14.31,,,,82400,,,, Belgio_nan_151512.1_286.84; Germania_nan_240760.6_997.57;
16:10 21-04-2022,158,84,70,601000,1590,,,,,,,56500,49762.8,191.28,,,,139000,28247.0,5.25,268000,122483.8,92.22,23000,6490.8,2.54,,0,0,,0,0,11600,1742.9,14.31,,,,82400,,,, Belgio_nan_151512.1_286.84; Germania_nan_240760.6_997.57;
16:20 21-04-2022,158,84,70,601000,1590,,,,,,,56500,49762.8,191.28,,,,139000,28247.0,5.25,268000,122483.8,92.22,23000,6490.8,2.54,,0,0,,0,0,11600,1742.9,14.31,,,,82400,,,, Belgio_nan_151512.1_286.84; Germania_nan_240760.6_997.57;
16:30 21-04-2022,158,84,70,601000,1590,,,,,,,56500,49762.8,191.28,,,,139000,28247.0,5.25,268000,122483.8,92.22,23000,6490.8,2.54,,0,0,,0,0,11600,1742.9,14.31,,,,82400,,,, Belgio_nan_151512.1_286.84; Germania_nan_240760.6_997.57;
16:40 21-04-2022,158,84,70,601000,1590,,,,,,,56500,49762.8,191.28,,,,139000,28247.0,5.25,268000,122483.8,92.22,23000,6490.8,2.54,,0,0,,0,0,11600,1742.9,14.31,,,,82400,,,, Belgio_nan_151512.1_286.84; Germania_nan_240760.6_997.57;
16:50 21-04-2022,165,84,71,604000,1660,,,,,,,56500,49769.6,190.57,,,,139000,28267.2,5.15,268000,122491.2,91.8,23000,6523.2,2.66,,0,0,,0,0,11600,1751.6,14.28,,,,82400,,,, Belgio_nan_151483.2_173.64; Germania_nan_243774.4_1181.92;
17:00 21-04-2022,163,83,63,597000,1620,,,,,,,56500,41312.4,158.11,,,,139000,37014.0,6.8,268000,103579.5,77.6,23000,5731.2,2.27,,0,0,,0,0,11600,1731.3,14.26,,,,82400,,,, Belgio_nan_220173.6_411.32; Germania_nan_187398.3_949.64;
17:10 21-04-2022,163,83,63,597000,1620,,,,,,,56500,41312.4,158.11,,,,139000,37014.0,6.8,268000,103579.5,77.6,23000,5731.2,2.27,,0,0,,0,0,11600,1731.3,14.26,,,,82400,,,, Belgio_nan_220173.6_411.32; Germania_nan_187398.3_949.64;
17:20 21-04-2022,163,83,63,597000,1620,,,,,,,56500,41312.4,158.11,,,,139000,37014.0,6.8,268000,103579.5,77.6,23000,5731.2,2.27,,0,0,,0,0,11600,1731.3,14.26,,,,82400,,,, Belgio_nan_220173.6_411.32; Germania_nan_187398.3_949.64;
17:30 21-04-2022,163,83,63,597000,1620,,,,,,,56500,41312.4,158.11,,,,139000,37014.0,6.8,268000,103579.5,77.6,23000,5731.2,2.27,,0,0,,0,0,11600,1731.3,14.26,,,,82400,,,, Belgio_nan_220173.6_411.32; Germania_nan_187398.3_949.64;
17:40 21-04-2022,163,83,63,597000,1620,,,,,,,56500,41312.4,158.11,,,,139000,37014.0,6.8,268000,103579.5,77.6,23000,5731.2,2.27,,0,0,,0,0,11600,1731.3,14.26,,,,82400,,,, Belgio_nan_220173.6_411.32; Germania_nan_187398.3_949.64;
17:50 21-04-2022,148,85,67,600000,1480,,,,,,,56500,41280.0,158.06,,,,139000,37020.0,6.81,268000,103500.0,77.55,23000,5760.0,2.37,,0,0,,0,0,11600,1740.0,14.36,,,,82400,,,, Belgio_nan_220020.0_261.37; Germania_nan_190740.0_959.78;
18:00 21-04-2022,161,83,60,595000,1600,,,,,,,56500,46707.5,179.36,,,,139000,44208.5,8.16,268000,76457.5,57.44,23000,10472.0,4.16,,0,0,,0,0,11600,3510.5,28.64,,,,82400,,,, Belgio_nan_257397.0_505.6; Germania_nan_156187.5_816.64;
18:10 21-04-2022,161,83,60,595000,1600,,,,,,,56500,46707.5,179.36,,,,139000,44208.5,8.16,268000,76457.5,57.44,23000,10472.0,4.16,,0,0,,0,0,11600,3510.5,28.64,,,,82400,,,, Belgio_nan_257397.0_505.6; Germania_nan_156187.5_816.64;
18:20 21-04-2022,161,83,60,595000,1600,,,,,,,56500,46707.5,179.36,,,,139000,44208.5,8.16,268000,76457.5,57.44,23000,10472.0,4.16,,0,0,,0,0,11600,3510.5,28.64,,,,82400,,,, Belgio_nan_257397.0_505.6; Germania_nan_156187.5_816.64;
18:30 21-04-2022,161,83,60,595000,1600,,,,,,,56500,46707.5,179.36,,,,139000,44208.5,8.16,268000,76457.5,57.44,23000,10472.0,4.16,,0,0,,0,0,11600,3510.5,28.64,,,,82400,,,, Belgio_nan_257397.0_505.6; Germania_nan_156187.5_816.64;
18:40 21-04-2022,161,83,60,595000,1600,,,,,,,56500,46707.5,179.36,,,,139000,44208.5,8.16,268000,76457.5,57.44,23000,10472.0,4.16,,0,0,,0,0,11600,3510.5,28.64,,,,82400,,,, Belgio_nan_257397.0_505.6; Germania_nan_156187.5_816.64;
18:50 21-04-2022,145,85,64,610000,1480,,,,,,,56500,46726.0,179.38,,,,139000,44225.0,8.14,268000,76494.0,57.42,23000,10492.0,4.14,,0,0,,0,0,11600,3477.0,28.56,,,,82400,,,, Belgio_nan_257481.0_310.95; Germania_nan_170983.0_891.26;
19:00 21-04-2022,183,79,56,637000,1950,,,,,,,56500,47010.6,180.57,,,,139000,58285.5,10.73,268000,51023.7,38.41,23000,10510.5,4.29,,0,0,,0,0,11600,5733.0,46.99,,,,82400,,,, Belgio_nan_257093.2_544.25; Germania_nan_207343.5_1124.95;
19:10 21-04-2022,183,79,56,637000,1950,,,,,,,56500,47010.6,180.57,,,,139000,58285.5,10.73,268000,51023.7,38.41,23000,10510.5,4.29,,0,0,,0,0,11600,5733.0,46.99,,,,82400,,,, Belgio_nan_257093.2_544.25; Germania_nan_207343.5_1124.95;
19:20 21-04-2022,183,79,56,637000,1950,,,,,,,56500,47010.6,180.57,,,,139000,58285.5,10.73,268000,51023.7,38.41,23000,10510.5,4.29,,0,0,,0,0,11600,5733.0,46.99,,,,82400,,,, Belgio_nan_257093.2_544.25; Germania_nan_207343.5_1124.95;
19:30 21-04-2022,183,79,56,637000,1950,,,,,,,56500,47010.6,180.57,,,,139000,58285.5,10.73,268000,51023.7,38.41,23000,10510.5,4.29,,0,0,,0,0,11600,5733.0,46.99,,,,82400,,,, Belgio_nan_257093.2_544.25; Germania_nan_207343.5_1124.95;
19:40 21-04-2022,162,82,61,638000,1720,,,,,,,56500,47020.6,179.91,,,,139000,58249.4,10.66,268000,50976.2,38.18,23000,10527.0,4.13,,0,0,,0,0,11600,5742.0,46.96,,,,82400,,,, Belgio_nan_256986.4_332.65; Germania_nan_208498.4_1107.51;
19:50 21-04-2022,162,82,61,638000,1720,,,,,,,56500,47020.6,179.91,,,,139000,58249.4,10.66,268000,50976.2,38.18,23000,10527.0,4.13,,0,0,,0,0,11600,5742.0,46.96,,,,82400,,,, Belgio_nan_256986.4_332.65; Germania_nan_208498.4_1107.51;
20:00 21-04-2022,207,75,52,625000,2160,,,,,,,56500,46500.0,178.42,,,,139000,56250.0,10.37,268000,27500.0,20.74,23000,9500.0,3.89,,0,0,,0,0,11600,15750.0,128.74,,,,82400,,,, Belgio_nan_242625.0_569.16; Germania_nan_226937.5_1248.91;
20:10 21-04-2022,207,75,52,625000,2160,,,,,,,56500,46500.0,178.42,,,,139000,56250.0,10.37,268000,27500.0,20.74,23000,9500.0,3.89,,0,0,,0,0,11600,15750.0,128.74,,,,82400,,,, Belgio_nan_242625.0_569.16; Germania_nan_226937.5_1248.91;
20:20 21-04-2022,207,75,52,625000,2160,,,,,,,56500,46500.0,178.42,,,,139000,56250.0,10.37,268000,27500.0,20.74,23000,9500.0,3.89,,0,0,,0,0,11600,15750.0,128.74,,,,82400,,,, Belgio_nan_242625.0_569.16; Germania_nan_226937.5_1248.91;
20:30 21-04-2022,207,75,52,625000,2160,,,,,,,56500,46500.0,178.42,,,,139000,56250.0,10.37,268000,27500.0,20.74,23000,9500.0,3.89,,0,0,,0,0,11600,15750.0,128.74,,,,82400,,,, Belgio_nan_242625.0_569.16; Germania_nan_226937.5_1248.91;
20:40 21-04-2022,207,75,52,625000,2160,,,,,,,56500,46500.0,178.42,,,,139000,56250.0,10.37,268000,27500.0,20.74,23000,9500.0,3.89,,0,0,,0,0,11600,15750.0,128.74,,,,82400,,,, Belgio_nan_242625.0_569.16; Germania_nan_226937.5_1248.91;
20:50 21-04-2022,211,74,52,643000,2260,,,,,,,56500,46488.9,178.31,,,,139000,56198.2,10.4,268000,27520.4,20.57,23000,9516.4,3.84,,0,0,,0,0,11600,15753.5,128.59,,,,82400,,,, Belgio_nan_242668.2_565.68; Germania_nan_244918.7_1352.61;
21:00 21-04-2022,240,71,52,640000,2560,,,,,,,56500,43968.0,168.7,,,,139000,53504.0,9.73,268000,15488.0,11.52,23000,4992.0,2.05,,0,0,,0,0,11600,16000.0,130.56,,,,82400,,,, Belgio_nan_185664.0_466.18; Germania_nan_320384.0_1771.26;
21:10 21-04-2022,240,71,52,640000,2560,,,,,,,56500,43968.0,168.7,,,,139000,53504.0,9.73,268000,15488.0,11.52,23000,4992.0,2.05,,0,0,,0,0,11600,16000.0,130.56,,,,82400,,,, Belgio_nan_185664.0_466.18; Germania_nan_320384.0_1771.26;
21:20 21-04-2022,240,71,52,640000,2560,,,,,,,56500,43968.0,168.7,,,,139000,53504.0,9.73,268000,15488.0,11.52,23000,4992.0,2.05,,0,0,,0,0,11600,16000.0,130.56,,,,82400,,,, Belgio_nan_185664.0_466.18; Germania_nan_320384.0_1771.26;
21:30 21-04-2022,240,71,52,640000,2560,,,,,,,56500,43968.0,168.7,,,,139000,53504.0,9.73,268000,15488.0,11.52,23000,4992.0,2.05,,0,0,,0,0,11600,16000.0,130.56,,,,82400,,,, Belgio_nan_185664.0_466.18; Germania_nan_320384.0_1771.26;
21:40 21-04-2022,240,71,52,640000,2560,,,,,,,56500,43968.0,168.7,,,,139000,53504.0,9.73,268000,15488.0,11.52,23000,4992.0,2.05,,0,0,,0,0,11600,16000.0,130.56,,,,82400,,,, Belgio_nan_185664.0_466.18; Germania_nan_320384.0_1771.26;
21:50 21-04-2022,240,71,52,641000,2570,,,,,,,56500,43972.6,168.85,,,,139000,53459.4,9.77,268000,15512.2,11.57,23000,4999.8,2.06,,0,0,,0,0,11600,16025.0,130.81,,,,82400,,,, Belgio_nan_185697.7_368.79; Germania_nan_321397.4_1877.9;
22:00 21-04-2022,275,68,53,631000,2890,,,,,,,56500,50480.0,193.34,,,,139000,56979.3,10.4,268000,2524.0,1.73,23000,9528.1,3.76,,0,0,,0,0,11600,11989.0,97.97,,,,82400,,,, Belgio_nan_112507.3_289.29; Germania_nan_386992.3_2293.5;
22:10 21-04-2022,275,68,53,631000,2890,,,,,,,56500,50480.0,193.34,,,,139000,56979.3,10.4,268000,2524.0,1.73,23000,9528.1,3.76,,0,0,,0,0,11600,11989.0,97.97,,,,82400,,,, Belgio_nan_112507.3_289.29; Germania_nan_386992.3_2293.5;
22:20 21-04-2022,275,68,53,631000,2890,,,,,,,56500,50480.0,193.34,,,,139000,56979.3,10.4,268000,2524.0,1.73,23000,9528.1,3.76,,0,0,,0,0,11600,11989.0,97.97,,,,82400,,,, Belgio_nan_112507.3_289.29; Germania_nan_386992.3_2293.5;
22:30 21-04-2022,275,68,53,631000,2890,,,,,,,56500,50480.0,193.34,,,,139000,56979.3,10.4,268000,2524.0,1.73,23000,9528.1,3.76,,0,0,,0,0,11600,11989.0,97.97,,,,82400,,,, Belgio_nan_112507.3_289.29; Germania_nan_386992.3_2293.5;
22:40 21-04-2022,269,68,54,631000,2820,,,,,,,56500,50543.1,193.45,,,,139000,57042.4,10.43,268000,2524.0,1.97,23000,9528.1,3.67,,0,0,,0,0,11600,11989.0,97.85,,,,82400,,,, Belgio_nan_119069.7_248.44; Germania_nan_380303.7_2264.18;
22:50 21-04-2022,269,68,54,631000,2820,,,,,,,56500,50543.1,193.45,,,,139000,57042.4,10.43,268000,2524.0,1.97,23000,9528.1,3.67,,0,0,,0,0,11600,11989.0,97.85,,,,82400,,,, Belgio_nan_119069.7_248.44; Germania_nan_380303.7_2264.18;
23:00 21-04-2022,276,68,54,588000,2710,,,,,,,56500,45981.6,176.42,,,,139000,59211.6,10.84,268000,0.0,0.0,23000,10760.4,4.34,,0,0,,0,0,11600,5997.6,49.05,,,,82400,,,, Belgio_nan_86730.0_211.92; Germania_nan_379318.8_2257.43;
23:10 21-04-2022,276,68,54,588000,2710,,,,,,,56500,45981.6,176.42,,,,139000,59211.6,10.84,268000,0.0,0.0,23000,10760.4,4.34,,0,0,,0,0,11600,5997.6,49.05,,,,82400,,,, Belgio_nan_86730.0_211.92; Germania_nan_379318.8_2257.43;
23:20 21-04-2022,276,68,54,588000,2710,,,,,,,56500,45981.6,176.42,,,,139000,59211.6,10.84,268000,0.0,0.0,23000,10760.4,4.34,,0,0,,0,0,11600,5997.6,49.05,,,,82400,,,, Belgio_nan_86730.0_211.92; Germania_nan_379318.8_2257.43;
23:30 21-04-2022,276,68,54,588000,2710,,,,,,,56500,45981.6,176.42,,,,139000,59211.6,10.84,268000,0.0,0.0,23000,10760.4,4.34,,0,0,,0,0,11600,5997.6,49.05,,,,82400,,,, Belgio_nan_86730.0_211.92; Germania_nan_379318.8_2257.43;
23:40 21-04-2022,285,66,50,595000,2830,,,,,,,56500,45993.5,176.31,,,,139000,59262.0,10.75,268000,0.0,0.0,23000,10769.5,4.25,,0,0,,0,0,11600,6009.5,48.96,,,,82400,,,, Belgio_nan_83002.5_212.25; Germania_nan_390022.5_2377.2;
23:50 21-04-2022,285,66,50,595000,2830,,,,,,,56500,45993.5,176.31,,,,139000,59262.0,10.75,268000,0.0,0.0,23000,10769.5,4.25,,0,0,,0,0,11600,6009.5,48.96,,,,82400,,,, Belgio_nan_83002.5_212.25; Germania_nan_390022.5_2377.2;
00:00 22-04-2022,285,66,50,595000,2830,,,,,,,56500,45993.5,176.31,,,,139000,59262.0,10.75,268000,0.0,0.0,23000,10769.5,4.25,,0,0,,0,0,11600,6009.5,48.96,,,,82400,,,, Belgio_nan_83002.5_212.25; Germania_nan_390022.5_2377.2;
00:10 22-04-2022,284,67,55,571000,2700,,,,,,,56500,45451.6,174.15,,,,139000,63723.6,11.61,268000,0.0,0.0,23000,3768.6,1.62,,0,0,,0,0,11600,3026.3,24.57,,,,82400,,,, Belgio_nan_60982.8_140.13; Germania_nan_394104.2_2348.19;
00:20 22-04-2022,284,67,55,571000,2700,,,,,,,56500,45451.6,174.15,,,,139000,63723.6,11.61,268000,0.0,0.0,23000,3768.6,1.62,,0,0,,0,0,11600,3026.3,24.57,,,,82400,,,, Belgio_nan_60982.8_140.13; Germania_nan_394104.2_2348.19;
00:30 22-04-2022,284,67,55,571000,2700,,,,,,,56500,45451.6,174.15,,,,139000,63723.6,11.61,268000,0.0,0.0,23000,3768.6,1.62,,0,0,,0,0,11600,3026.3,24.57,,,,82400,,,, Belgio_nan_60982.8_140.13; Germania_nan_394104.2_2348.19;
00:40 22-04-2022,282,67,55,569000,2680,,,,,,,56500,45520.0,174.47,,,,139000,63784.9,11.79,268000,0.0,0.0,23000,3755.4,1.61,,0,0,,0,0,11600,3015.7,24.39,,,,82400,,,, Belgio_nan_61053.7_139.9; Germania_nan_391927.2_2327.85;
00:50 22-04-2022,282,67,55,569000,2680,,,,,,,56500,45520.0,174.47,,,,139000,63784.9,11.79,268000,0.0,0.0,23000,3755.4,1.61,,0,0,,0,0,11600,3015.7,24.39,,,,82400,,,, Belgio_nan_61053.7_139.9; Germania_nan_391927.2_2327.85;
01:00 22-04-2022,254,71,59,547000,2310,,,,,,,56500,52074.4,199.35,,,,139000,69086.1,12.71,268000,0.0,0.0,23000,10010.1,3.93,,0,0,,0,0,11600,1750.4,14.32,,,,82400,,,, Belgio_nan_64819.5_156.62; Germania_nan_349314.2_1923.08;
01:10 22-04-2022,254,71,59,547000,2310,,,,,,,56500,52074.4,199.35,,,,139000,69086.1,12.71,268000,0.0,0.0,23000,10010.1,3.93,,0,0,,0,0,11600,1750.4,14.32,,,,82400,,,, Belgio_nan_64819.5_156.62; Germania_nan_349314.2_1923.08;
01:20 22-04-2022,254,71,59,547000,2310,,,,,,,56500,52074.4,199.35,,,,139000,69086.1,12.71,268000,0.0,0.0,23000,10010.1,3.93,,0,0,,0,0,11600,1750.4,14.32,,,,82400,,,, Belgio_nan_64819.5_156.62; Germania_nan_349314.2_1923.08;
01:30 22-04-2022,254,71,59,547000,2310,,,,,,,56500,52074.4,199.35,,,,139000,69086.1,12.71,268000,0.0,0.0,23000,10010.1,3.93,,0,0,,0,0,11600,1750.4,14.32,,,,82400,,,, Belgio_nan_64819.5_156.62; Germania_nan_349314.2_1923.08;
01:40 22-04-2022,254,71,59,547000,2310,,,,,,,56500,52074.4,199.35,,,,139000,69086.1,12.71,268000,0.0,0.0,23000,10010.1,3.93,,0,0,,0,0,11600,1750.4,14.32,,,,82400,,,, Belgio_nan_64819.5_156.62; Germania_nan_349314.2_1923.08;
01:50 22-04-2022,254,71,59,547000,2310,,,,,,,56500,52074.4,199.35,,,,139000,69086.1,12.71,268000,0.0,0.0,23000,10010.1,3.93,,0,0,,0,0,11600,1750.4,14.32,,,,82400,,,, Belgio_nan_64819.5_156.62; Germania_nan_349314.2_1923.08;
02:00 22-04-2022,252,71,57,465000,2040,,,,,,,56500,32736.0,125.66,,,,139000,35712.0,6.53,268000,0.0,0.0,23000,4510.5,1.84,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_72726.0_165.24; Germania_nan_319315.5_1740.73;
02:10 22-04-2022,252,71,57,465000,2040,,,,,,,56500,32736.0,125.66,,,,139000,35712.0,6.53,268000,0.0,0.0,23000,4510.5,1.84,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_72726.0_165.24; Germania_nan_319315.5_1740.73;
02:20 22-04-2022,252,71,57,465000,2040,,,,,,,56500,32736.0,125.66,,,,139000,35712.0,6.53,268000,0.0,0.0,23000,4510.5,1.84,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_72726.0_165.24; Germania_nan_319315.5_1740.73;
