timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
16:40 24-04-2022,130,89,71,461000,1000,,,,,,,56500,53522.1,204.9,,,,139000,19269.8,3.5,268000,80306.2,60.1,23000,4517.8,1.8,,0,0,,0,0,11600,1751.8,14.3,,,,82400,,,, Belgio_nan_185598.6_306.2; Germania_nan_116079.8_409.1;
16:50 24-04-2022,124,90,72,465000,958,,,,,,,56500,53568.0,205.2,,,,139000,19251.0,3.54,268000,80352.0,60.26,23000,4510.5,1.82,,0,0,,0,0,11600,1767.0,14.27,,,,82400,,,, Belgio_nan_185721.0_306.56; Germania_nan_119877.0_366.44;
17:00 24-04-2022,134,88,67,461000,1030,,,,,,,56500,55781.0,213.83,,,,139000,18255.6,3.4,268000,62788.2,47.07,23000,5024.9,1.96,,0,0,,0,0,11600,4517.8,36.77,,,,82400,,,, Belgio_nan_211368.5_353.6; Germania_nan_103310.1_373.38;
17:10 24-04-2022,134,88,67,461000,1030,,,,,,,56500,55781.0,213.83,,,,139000,18255.6,3.4,268000,62788.2,47.07,23000,5024.9,1.96,,0,0,,0,0,11600,4517.8,36.77,,,,82400,,,, Belgio_nan_211368.5_353.6; Germania_nan_103310.1_373.38;
17:20 24-04-2022,134,88,67,461000,1030,,,,,,,56500,55781.0,213.83,,,,139000,18255.6,3.4,268000,62788.2,47.07,23000,5024.9,1.96,,0,0,,0,0,11600,4517.8,36.77,,,,82400,,,, Belgio_nan_211368.5_353.6; Germania_nan_103310.1_373.38;
17:30 24-04-2022,134,88,67,461000,1030,,,,,,,56500,55781.0,213.83,,,,139000,18255.6,3.4,268000,62788.2,47.07,23000,5024.9,1.96,,0,0,,0,0,11600,4517.8,36.77,,,,82400,,,, Belgio_nan_211368.5_353.6; Germania_nan_103310.1_373.38;
17:40 24-04-2022,134,88,67,461000,1030,,,,,,,56500,55781.0,213.83,,,,139000,18255.6,3.4,268000,62788.2,47.07,23000,5024.9,1.96,,0,0,,0,0,11600,4517.8,36.77,,,,82400,,,, Belgio_nan_211368.5_353.6; Germania_nan_103310.1_373.38;
17:50 24-04-2022,109,92,74,478000,864,,,,,,,56500,54014.0,206.93,,,,139000,19024.4,3.46,268000,60514.8,45.36,23000,7743.6,3.11,,0,0,,0,0,11600,4015.2,32.66,,,,82400,,,, Belgio_nan_211371.6_185.5; Germania_nan_121316.4_386.99;
18:00 24-04-2022,157,85,66,469000,1220,,,,,,,56500,55998.6,213.99,,,,139000,12991.3,2.32,268000,39020.8,29.16,23000,4502.4,1.83,,0,0,,0,0,11600,9520.7,77.35,,,,82400,,,, Belgio_nan_179251.8_302.68; Germania_nan_167761.3_592.68;
18:10 24-04-2022,157,85,66,469000,1220,,,,,,,56500,55998.6,213.99,,,,139000,12991.3,2.32,268000,39020.8,29.16,23000,4502.4,1.83,,0,0,,0,0,11600,9520.7,77.35,,,,82400,,,, Belgio_nan_179251.8_302.68; Germania_nan_167761.3_592.68;
18:20 24-04-2022,157,85,66,469000,1220,,,,,,,56500,55998.6,213.99,,,,139000,12991.3,2.32,268000,39020.8,29.16,23000,4502.4,1.83,,0,0,,0,0,11600,9520.7,77.35,,,,82400,,,, Belgio_nan_179251.8_302.68; Germania_nan_167761.3_592.68;
18:30 24-04-2022,157,85,66,469000,1220,,,,,,,56500,55998.6,213.99,,,,139000,12991.3,2.32,268000,39020.8,29.16,23000,4502.4,1.83,,0,0,,0,0,11600,9520.7,77.35,,,,82400,,,, Belgio_nan_179251.8_302.68; Germania_nan_167761.3_592.68;
18:40 24-04-2022,157,85,66,469000,1220,,,,,,,56500,55998.6,213.99,,,,139000,12991.3,2.32,268000,39020.8,29.16,23000,4502.4,1.83,,0,0,,0,0,11600,9520.7,77.35,,,,82400,,,, Belgio_nan_179251.8_302.68; Germania_nan_167761.3_592.68;
18:50 24-04-2022,145,87,71,483000,1170,,,,,,,56500,56076.3,215.16,,,,139000,12992.7,2.34,268000,39026.4,29.37,23000,4491.9,1.76,,0,0,,0,0,11600,9515.1,77.81,,,,82400,,,, Belgio_nan_179434.5_156.31; Germania_nan_181414.8_687.26;
19:00 24-04-2022,235,75,65,495000,1930,,,,,,,56500,54054.0,206.7,,,,139000,4504.5,0.77,268000,22522.5,16.79,23000,7029.0,2.7,,0,0,,0,0,11600,8514.0,69.29,,,,82400,,,, Belgio_nan_61825.5_114.64; Germania_nan_336600.0_1518.91;
19:10 24-04-2022,235,75,65,495000,1930,,,,,,,56500,54054.0,206.7,,,,139000,4504.5,0.77,268000,22522.5,16.79,23000,7029.0,2.7,,0,0,,0,0,11600,8514.0,69.29,,,,82400,,,, Belgio_nan_61825.5_114.64; Germania_nan_336600.0_1518.91;
19:20 24-04-2022,235,75,65,495000,1930,,,,,,,56500,54054.0,206.7,,,,139000,4504.5,0.77,268000,22522.5,16.79,23000,7029.0,2.7,,0,0,,0,0,11600,8514.0,69.29,,,,82400,,,, Belgio_nan_61825.5_114.64; Germania_nan_336600.0_1518.91;
19:30 24-04-2022,235,75,65,495000,1930,,,,,,,56500,54054.0,206.7,,,,139000,4504.5,0.77,268000,22522.5,16.79,23000,7029.0,2.7,,0,0,,0,0,11600,8514.0,69.29,,,,82400,,,, Belgio_nan_61825.5_114.64; Germania_nan_336600.0_1518.91;
19:40 24-04-2022,230,76,66,499000,1910,,,,,,,56500,54041.7,206.47,,,,139000,4491.0,0.76,268000,22504.9,16.81,23000,6986.0,2.87,,0,0,,0,0,11600,8532.9,69.33,,,,82400,,,, Belgio_nan_61826.1_58.25; Germania_nan_340567.5_1555.5;
19:50 24-04-2022,230,76,66,499000,1910,,,,,,,56500,54041.7,206.47,,,,139000,4491.0,0.76,268000,22504.9,16.81,23000,6986.0,2.87,,0,0,,0,0,11600,8532.9,69.33,,,,82400,,,, Belgio_nan_61826.1_58.25; Germania_nan_340567.5_1555.5;
20:00 24-04-2022,226,76,59,504000,1900,,,,,,,56500,54230.4,208.24,,,,139000,11239.2,2.09,268000,22730.4,17.1,23000,5997.6,2.47,,0,0,,0,0,11600,7509.6,61.37,,,,82400,,,, Belgio_nan_138751.2_286.9; Germania_nan_263491.2_1322.02;
20:10 24-04-2022,226,76,59,504000,1900,,,,,,,56500,54230.4,208.24,,,,139000,11239.2,2.09,268000,22730.4,17.1,23000,5997.6,2.47,,0,0,,0,0,11600,7509.6,61.37,,,,82400,,,, Belgio_nan_138751.2_286.9; Germania_nan_263491.2_1322.02;
20:20 24-04-2022,226,76,59,504000,1900,,,,,,,56500,54230.4,208.24,,,,139000,11239.2,2.09,268000,22730.4,17.1,23000,5997.6,2.47,,0,0,,0,0,11600,7509.6,61.37,,,,82400,,,, Belgio_nan_138751.2_286.9; Germania_nan_263491.2_1322.02;
20:30 24-04-2022,226,76,59,504000,1900,,,,,,,56500,54230.4,208.24,,,,139000,11239.2,2.09,268000,22730.4,17.1,23000,5997.6,2.47,,0,0,,0,0,11600,7509.6,61.37,,,,82400,,,, Belgio_nan_138751.2_286.9; Germania_nan_263491.2_1322.02;
20:40 24-04-2022,228,75,58,501000,1910,,,,,,,56500,54258.3,208.38,,,,139000,11272.5,2.1,268000,22745.4,17.19,23000,6012.0,2.48,,0,0,,0,0,11600,7515.0,61.31,,,,82400,,,, Belgio_nan_138827.1_293.57; Germania_nan_260369.7_1325.16;
20:50 24-04-2022,228,75,58,501000,1910,,,,,,,56500,54258.3,208.38,,,,139000,11272.5,2.1,268000,22745.4,17.19,23000,6012.0,2.48,,0,0,,0,0,11600,7515.0,61.31,,,,82400,,,, Belgio_nan_138827.1_293.57; Germania_nan_260369.7_1325.16;
21:00 24-04-2022,251,73,57,523000,2180,,,,,,,56500,53241.4,203.83,,,,139000,32269.1,5.89,268000,15742.3,11.77,23000,7478.9,3.05,,0,0,,0,0,11600,7269.7,59.08,,,,82400,,,, Belgio_nan_139745.6_328.53; Germania_nan_267253.0_1568.07;
21:10 24-04-2022,251,73,57,523000,2180,,,,,,,56500,53241.4,203.83,,,,139000,32269.1,5.89,268000,15742.3,11.77,23000,7478.9,3.05,,0,0,,0,0,11600,7269.7,59.08,,,,82400,,,, Belgio_nan_139745.6_328.53; Germania_nan_267253.0_1568.07;
21:20 24-04-2022,251,73,57,523000,2180,,,,,,,56500,53241.4,203.83,,,,139000,32269.1,5.89,268000,15742.3,11.77,23000,7478.9,3.05,,0,0,,0,0,11600,7269.7,59.08,,,,82400,,,, Belgio_nan_139745.6_328.53; Germania_nan_267253.0_1568.07;
21:30 24-04-2022,251,73,57,523000,2180,,,,,,,56500,53241.4,203.83,,,,139000,32269.1,5.89,268000,15742.3,11.77,23000,7478.9,3.05,,0,0,,0,0,11600,7269.7,59.08,,,,82400,,,, Belgio_nan_139745.6_328.53; Germania_nan_267253.0_1568.07;
21:40 24-04-2022,224,76,60,521000,1940,,,,,,,56500,53246.2,203.7,,,,139000,32249.9,5.82,268000,15734.2,11.83,23000,7502.4,2.91,,0,0,,0,0,11600,7241.9,59.17,,,,82400,,,, Belgio_nan_139732.2_193.22; Germania_nan_265241.1_1463.34;
21:50 24-04-2022,224,76,60,521000,1940,,,,,,,56500,53246.2,203.7,,,,139000,32249.9,5.82,268000,15734.2,11.83,23000,7502.4,2.91,,0,0,,0,0,11600,7241.9,59.17,,,,82400,,,, Belgio_nan_139732.2_193.22; Germania_nan_265241.1_1463.34;
22:00 24-04-2022,263,71,54,515000,2250,,,,,,,56500,50264.0,192.38,,,,139000,31775.5,5.85,268000,2523.5,1.8,23000,11742.0,4.72,,0,0,,0,0,11600,12772.0,103.95,,,,82400,,,, Belgio_nan_128801.5_344.25; Germania_nan_277121.5_1597.05;
22:10 24-04-2022,263,71,54,515000,2250,,,,,,,56500,50264.0,192.38,,,,139000,31775.5,5.85,268000,2523.5,1.8,23000,11742.0,4.72,,0,0,,0,0,11600,12772.0,103.95,,,,82400,,,, Belgio_nan_128801.5_344.25; Germania_nan_277121.5_1597.05;
22:20 24-04-2022,263,71,54,515000,2250,,,,,,,56500,50264.0,192.38,,,,139000,31775.5,5.85,268000,2523.5,1.8,23000,11742.0,4.72,,0,0,,0,0,11600,12772.0,103.95,,,,82400,,,, Belgio_nan_128801.5_344.25; Germania_nan_277121.5_1597.05;
22:30 24-04-2022,263,71,54,515000,2250,,,,,,,56500,50264.0,192.38,,,,139000,31775.5,5.85,268000,2523.5,1.8,23000,11742.0,4.72,,0,0,,0,0,11600,12772.0,103.95,,,,82400,,,, Belgio_nan_128801.5_344.25; Germania_nan_277121.5_1597.05;
22:40 24-04-2022,263,71,54,515000,2250,,,,,,,56500,50264.0,192.38,,,,139000,31775.5,5.85,268000,2523.5,1.8,23000,11742.0,4.72,,0,0,,0,0,11600,12772.0,103.95,,,,82400,,,, Belgio_nan_128801.5_344.25; Germania_nan_277121.5_1597.05;
22:50 24-04-2022,267,70,54,524000,2330,,,,,,,56500,50251.6,192.92,,,,139000,31754.4,5.83,268000,2515.2,1.86,23000,11737.6,4.66,,0,0,,0,0,11600,12733.2,104.38,,,,82400,,,, Belgio_nan_128799.2_358.12; Germania_nan_286156.4_1662.22;
23:00 24-04-2022,295,67,56,528000,2600,,,,,,,56500,49262.4,189.02,,,,139000,34267.2,6.24,268000,0.0,0.0,23000,8025.6,3.12,,0,0,,0,0,11600,11774.4,96.2,,,,82400,,,, Belgio_nan_61987.2_175.24; Germania_nan_362736.0_2130.18;
23:10 24-04-2022,295,67,56,528000,2600,,,,,,,56500,49262.4,189.02,,,,139000,34267.2,6.24,268000,0.0,0.0,23000,8025.6,3.12,,0,0,,0,0,11600,11774.4,96.2,,,,82400,,,, Belgio_nan_61987.2_175.24; Germania_nan_362736.0_2130.18;
23:20 24-04-2022,295,67,56,528000,2600,,,,,,,56500,49262.4,189.02,,,,139000,34267.2,6.24,268000,0.0,0.0,23000,8025.6,3.12,,0,0,,0,0,11600,11774.4,96.2,,,,82400,,,, Belgio_nan_61987.2_175.24; Germania_nan_362736.0_2130.18;
23:30 24-04-2022,295,67,56,528000,2600,,,,,,,56500,49262.4,189.02,,,,139000,34267.2,6.24,268000,0.0,0.0,23000,8025.6,3.12,,0,0,,0,0,11600,11774.4,96.2,,,,82400,,,, Belgio_nan_61987.2_175.24; Germania_nan_362736.0_2130.18;
23:40 24-04-2022,297,66,55,520000,2580,,,,,,,56500,49244.0,188.86,,,,139000,34216.0,6.19,268000,0.0,0.0,23000,8008.0,3.1,,0,0,,0,0,11600,11752.0,95.98,,,,82400,,,, Belgio_nan_61984.0_180.34; Germania_nan_354848.0_2105.28;
23:50 24-04-2022,297,66,55,520000,2580,,,,,,,56500,49244.0,188.86,,,,139000,34216.0,6.19,268000,0.0,0.0,23000,8008.0,3.1,,0,0,,0,0,11600,11752.0,95.98,,,,82400,,,, Belgio_nan_61984.0_180.34; Germania_nan_354848.0_2105.28;
00:00 25-04-2022,297,66,55,520000,2580,,,,,,,56500,49244.0,188.86,,,,139000,34216.0,6.19,268000,0.0,0.0,23000,8008.0,3.1,,0,0,,0,0,11600,11752.0,95.98,,,,82400,,,, Belgio_nan_61984.0_180.34; Germania_nan_354848.0_2105.28;
00:10 25-04-2022,296,67,56,522000,2570,,,,,,,56500,48546.0,185.55,,,,139000,27509.4,5.14,268000,0.0,0.0,23000,9761.4,3.85,,0,0,,0,0,11600,2766.6,22.36,,,,82400,,,, Belgio_nan_53296.2_149.06; Germania_nan_380120.4_2204.03;
00:20 25-04-2022,296,67,56,522000,2570,,,,,,,56500,48546.0,185.55,,,,139000,27509.4,5.14,268000,0.0,0.0,23000,9761.4,3.85,,0,0,,0,0,11600,2766.6,22.36,,,,82400,,,, Belgio_nan_53296.2_149.06; Germania_nan_380120.4_2204.03;
00:30 25-04-2022,296,67,56,522000,2570,,,,,,,56500,48546.0,185.55,,,,139000,27509.4,5.14,268000,0.0,0.0,23000,9761.4,3.85,,0,0,,0,0,11600,2766.6,22.36,,,,82400,,,, Belgio_nan_53296.2_149.06; Germania_nan_380120.4_2204.03;
00:40 25-04-2022,296,67,56,522000,2570,,,,,,,56500,48546.0,185.55,,,,139000,27509.4,5.14,268000,0.0,0.0,23000,9761.4,3.85,,0,0,,0,0,11600,2766.6,22.36,,,,82400,,,, Belgio_nan_53296.2_149.06; Germania_nan_380120.4_2204.03;
00:50 25-04-2022,309,66,55,514000,2650,,,,,,,56500,48521.6,186.3,,,,139000,27499.0,5.04,268000,0.0,0.0,23000,9766.0,3.98,,0,0,,0,0,11600,2775.6,22.53,,,,82400,,,, Belgio_nan_53250.4_152.11; Germania_nan_372187.4_2280.06;
01:00 25-04-2022,290,68,55,489000,2360,,,,,,,56500,52763.1,202.25,,,,139000,19755.6,3.54,268000,0.0,0.0,23000,8264.1,3.3,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_63276.6_178.65; Germania_nan_344940.6_1972.02;
01:10 25-04-2022,290,68,55,489000,2360,,,,,,,56500,52763.1,202.25,,,,139000,19755.6,3.54,268000,0.0,0.0,23000,8264.1,3.3,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_63276.6_178.65; Germania_nan_344940.6_1972.02;
01:20 25-04-2022,290,68,55,489000,2360,,,,,,,56500,52763.1,202.25,,,,139000,19755.6,3.54,268000,0.0,0.0,23000,8264.1,3.3,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_63276.6_178.65; Germania_nan_344940.6_1972.02;
01:30 25-04-2022,290,68,55,489000,2360,,,,,,,56500,52763.1,202.25,,,,139000,19755.6,3.54,268000,0.0,0.0,23000,8264.1,3.3,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_63276.6_178.65; Germania_nan_344940.6_1972.02;
01:40 25-04-2022,290,68,55,489000,2360,,,,,,,56500,52763.1,202.25,,,,139000,19755.6,3.54,268000,0.0,0.0,23000,8264.1,3.3,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_63276.6_178.65; Germania_nan_344940.6_1972.02;
01:50 25-04-2022,307,66,54,486000,2490,,,,,,,56500,53217.0,204.43,,,,139000,19245.6,3.49,268000,0.0,0.0,23000,8262.0,3.24,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_63228.6_131.22; Germania_nan_342095.4_2147.38;
02:00 25-04-2022,295,67,50,437000,2170,,,,,,,56500,42257.9,161.66,,,,139000,5506.2,1.08,268000,0.0,0.0,23000,10007.3,3.91,,0,0,,0,0,11600,1005.1,8.25,,,,82400,,,, Belgio_nan_97800.6_265.82; Germania_nan_280422.9_1729.27;
02:10 25-04-2022,295,67,50,437000,2170,,,,,,,56500,42257.9,161.66,,,,139000,5506.2,1.08,268000,0.0,0.0,23000,10007.3,3.91,,0,0,,0,0,11600,1005.1,8.25,,,,82400,,,, Belgio_nan_97800.6_265.82; Germania_nan_280422.9_1729.27;
02:20 25-04-2022,295,67,50,437000,2170,,,,,,,56500,42257.9,161.66,,,,139000,5506.2,1.08,268000,0.0,0.0,23000,10007.3,3.91,,0,0,,0,0,11600,1005.1,8.25,,,,82400,,,, Belgio_nan_97800.6_265.82; Germania_nan_280422.9_1729.27;
02:30 25-04-2022,295,67,50,437000,2170,,,,,,,56500,42257.9,161.66,,,,139000,5506.2,1.08,268000,0.0,0.0,23000,10007.3,3.91,,0,0,,0,0,11600,1005.1,8.25,,,,82400,,,, Belgio_nan_97800.6_265.82; Germania_nan_280422.9_1729.27;
02:40 25-04-2022,295,67,50,437000,2170,,,,,,,56500,42257.9,161.66,,,,139000,5506.2,1.08,268000,0.0,0.0,23000,10007.3,3.91,,0,0,,0,0,11600,1005.1,8.25,,,,82400,,,, Belgio_nan_97800.6_265.82; Germania_nan_280422.9_1729.27;
02:50 25-04-2022,291,67,52,439000,2140,,,,,,,56500,42275.7,161.57,,,,139000,5487.5,1.07,268000,0.0,0.0,23000,10009.2,4.07,,0,0,,0,0,11600,1009.7,8.13,,,,82400,,,, Belgio_nan_97809.2_214.21; Germania_nan_282408.7_1750.95;
03:00 25-04-2022,322,64,50,445000,2390,,,,,,,56500,53489.0,205.3,,,,139000,4761.5,0.96,268000,0.0,0.0,23000,13483.5,5.5,,0,0,,0,0,11600,2002.5,16.25,,,,82400,,,, Belgio_nan_61009.5_173.99; Germania_nan_310254.0_1988.0;
03:10 25-04-2022,322,64,50,445000,2390,,,,,,,56500,53489.0,205.3,,,,139000,4761.5,0.96,268000,0.0,0.0,23000,13483.5,5.5,,0,0,,0,0,11600,2002.5,16.25,,,,82400,,,, Belgio_nan_61009.5_173.99; Germania_nan_310254.0_1988.0;
03:20 25-04-2022,322,64,50,445000,2390,,,,,,,56500,53489.0,205.3,,,,139000,4761.5,0.96,268000,0.0,0.0,23000,13483.5,5.5,,0,0,,0,0,11600,2002.5,16.25,,,,82400,,,, Belgio_nan_61009.5_173.99; Germania_nan_310254.0_1988.0;
03:30 25-04-2022,322,64,50,445000,2390,,,,,,,56500,53489.0,205.3,,,,139000,4761.5,0.96,268000,0.0,0.0,23000,13483.5,5.5,,0,0,,0,0,11600,2002.5,16.25,,,,82400,,,, Belgio_nan_61009.5_173.99; Germania_nan_310254.0_1988.0;
03:40 25-04-2022,318,64,51,442000,2340,,,,,,,56500,53482.0,204.75,,,,139000,4729.4,0.94,268000,0.0,0.0,23000,13481.0,5.38,,0,0,,0,0,11600,1989.0,16.38,,,,82400,,,, Belgio_nan_60951.8_146.95; Germania_nan_307322.6_1965.6;
03:50 25-04-2022,318,64,51,442000,2340,,,,,,,56500,53482.0,204.75,,,,139000,4729.4,0.94,268000,0.0,0.0,23000,13481.0,5.38,,0,0,,0,0,11600,1989.0,16.38,,,,82400,,,, Belgio_nan_60951.8_146.95; Germania_nan_307322.6_1965.6;
04:00 25-04-2022,307,65,47,440000,2250,,,,,,,56500,55748.0,213.53,,,,139000,1980.0,0.45,268000,0.0,0.0,23000,8272.0,3.38,,0,0,,0,0,11600,1496.0,12.15,,,,82400,,,, Belgio_nan_111012.0_302.18; Germania_nan_261492.0_1718.33;
04:10 25-04-2022,307,65,47,440000,2250,,,,,,,56500,55748.0,213.53,,,,139000,1980.0,0.45,268000,0.0,0.0,23000,8272.0,3.38,,0,0,,0,0,11600,1496.0,12.15,,,,82400,,,, Belgio_nan_111012.0_302.18; Germania_nan_261492.0_1718.33;
04:20 25-04-2022,307,65,47,440000,2250,,,,,,,56500,55748.0,213.53,,,,139000,1980.0,0.45,268000,0.0,0.0,23000,8272.0,3.38,,0,0,,0,0,11600,1496.0,12.15,,,,82400,,,, Belgio_nan_111012.0_302.18; Germania_nan_261492.0_1718.33;
04:30 25-04-2022,307,65,47,440000,2250,,,,,,,56500,55748.0,213.53,,,,139000,1980.0,0.45,268000,0.0,0.0,23000,8272.0,3.38,,0,0,,0,0,11600,1496.0,12.15,,,,82400,,,, Belgio_nan_111012.0_302.18; Germania_nan_261492.0_1718.33;
04:40 25-04-2022,306,65,47,437000,2230,,,,,,,56500,55717.5,213.41,,,,139000,2010.2,0.45,268000,0.0,0.0,23000,8259.3,3.35,,0,0,,0,0,11600,1485.8,12.27,,,,82400,,,, Belgio_nan_110954.3_288.34; Germania_nan_258616.6_1712.19;
04:50 25-04-2022,306,65,47,437000,2230,,,,,,,56500,55717.5,213.41,,,,139000,2010.2,0.45,268000,0.0,0.0,23000,8259.3,3.35,,0,0,,0,0,11600,1485.8,12.27,,,,82400,,,, Belgio_nan_110954.3_288.34; Germania_nan_258616.6_1712.19;
05:00 25-04-2022,308,65,45,418000,2150,,,,,,,56500,52542.6,201.67,,,,139000,1003.2,0.21,268000,0.0,0.0,23000,10241.0,4.08,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_116831.0_311.97; Germania_nan_237382.2_1631.85;
05:10 25-04-2022,308,65,45,418000,2150,,,,,,,56500,52542.6,201.67,,,,139000,1003.2,0.21,268000,0.0,0.0,23000,10241.0,4.08,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_116831.0_311.97; Germania_nan_237382.2_1631.85;
05:20 25-04-2022,308,65,45,418000,2150,,,,,,,56500,52542.6,201.67,,,,139000,1003.2,0.21,268000,0.0,0.0,23000,10241.0,4.08,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_116831.0_311.97; Germania_nan_237382.2_1631.85;
05:30 25-04-2022,308,65,45,418000,2150,,,,,,,56500,52542.6,201.67,,,,139000,1003.2,0.21,268000,0.0,0.0,23000,10241.0,4.08,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_116831.0_311.97; Germania_nan_237382.2_1631.85;
05:40 25-04-2022,308,65,45,418000,2150,,,,,,,56500,52542.6,201.67,,,,139000,1003.2,0.21,268000,0.0,0.0,23000,10241.0,4.08,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_116831.0_311.97; Germania_nan_237382.2_1631.85;
05:50 25-04-2022,310,64,44,417000,2150,,,,,,,56500,52583.7,201.03,,,,139000,1000.8,0.21,268000,0.0,0.0,23000,10258.2,4.08,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_116885.1_314.55; Germania_nan_236272.2_1630.35;
06:00 25-04-2022,240,73,55,440000,1760,,,,,,,56500,49544.0,189.73,,,,139000,42548.0,7.74,268000,0.0,0.0,23000,4004.0,1.58,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_113608.0_284.77; Germania_nan_230252.0_1276.35;
06:10 25-04-2022,240,73,55,440000,1760,,,,,,,56500,49544.0,189.73,,,,139000,42548.0,7.74,268000,0.0,0.0,23000,4004.0,1.58,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_113608.0_284.77; Germania_nan_230252.0_1276.35;
06:20 25-04-2022,240,73,55,440000,1760,,,,,,,56500,49544.0,189.73,,,,139000,42548.0,7.74,268000,0.0,0.0,23000,4004.0,1.58,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_113608.0_284.77; Germania_nan_230252.0_1276.35;
06:30 25-04-2022,240,73,55,440000,1760,,,,,,,56500,49544.0,189.73,,,,139000,42548.0,7.74,268000,0.0,0.0,23000,4004.0,1.58,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_113608.0_284.77; Germania_nan_230252.0_1276.35;
06:40 25-04-2022,240,73,55,440000,1760,,,,,,,56500,49544.0,189.73,,,,139000,42548.0,7.74,268000,0.0,0.0,23000,4004.0,1.58,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_113608.0_284.77; Germania_nan_230252.0_1276.35;
06:50 25-04-2022,292,66,47,434000,2110,,,,,,,56500,49519.4,189.9,,,,139000,42488.6,7.81,268000,0.0,0.0,23000,3992.8,1.69,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_113491.0_303.0; Germania_nan_224508.2_1607.82;
07:00 25-04-2022,224,74,53,512000,1910,,,,,,,56500,55296.0,211.82,,,,139000,89344.0,16.43,268000,0.0,0.0,23000,7526.4,3.06,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_161638.4_391.74; Germania_nan_198195.2_1286.96;
07:10 25-04-2022,224,74,53,512000,1910,,,,,,,56500,55296.0,211.82,,,,139000,89344.0,16.43,268000,0.0,0.0,23000,7526.4,3.06,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_161638.4_391.74; Germania_nan_198195.2_1286.96;
07:20 25-04-2022,224,74,53,512000,1910,,,,,,,56500,55296.0,211.82,,,,139000,89344.0,16.43,268000,0.0,0.0,23000,7526.4,3.06,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_161638.4_391.74; Germania_nan_198195.2_1286.96;
07:30 25-04-2022,224,74,53,512000,1910,,,,,,,56500,55296.0,211.82,,,,139000,89344.0,16.43,268000,0.0,0.0,23000,7526.4,3.06,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_161638.4_391.74; Germania_nan_198195.2_1286.96;
07:40 25-04-2022,224,74,53,512000,1910,,,,,,,56500,55296.0,211.82,,,,139000,89344.0,16.43,268000,0.0,0.0,23000,7526.4,3.06,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_161638.4_391.74; Germania_nan_198195.2_1286.96;
07:50 25-04-2022,245,70,50,516000,2100,,,,,,,56500,55263.6,211.26,,,,139000,89268.0,16.38,268000,0.0,0.0,23000,7482.0,2.94,,0,0,,0,0,11600,0.0,0.0,,,,82400,,,, Belgio_nan_161508.0_446.67; Germania_nan_202478.4_1422.75;
08:00 25-04-2022,278,65,42,563000,2610,,,,,,,56500,53541.3,205.15,,,,139000,34793.4,6.26,268000,225.2,0.26,23000,10246.6,4.18,,0,0,,0,0,11600,4729.2,38.89,,,,82400,,,, Belgio_nan_205945.4_526.44; Germania_nan_253462.6_1829.09;
