timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
05:00 21-04-2022,264,65,38,6460000,28400,1400000,1410218,281.16,0,0,0,116000,75582,289.68,2640000,1337866,18286.76,2960000,801686,147.68,1160000,0,0.0,6140000,1518100,607.76,0,0,0,,0,0,2220000,720936,5887.32,,,,,,, Moldavia_nan_-240312.0_1056.48; Serbia_1130000.0_-456076.0_2005.04;, Bulgaria_nan_129200.0_959.92; Ungheria_nan_182818.0_815.08; Ucraina_650000.0_283594.0_1127.48;
05:10 21-04-2022,266,65,38,6460000,28600,1400000,1410218,283.14,0,0,0,116000,76228,291.72,2640000,1381794,18867.42,2960000,703494,128.7,1160000,0,0.0,6140000,1603372,640.64,0,0,0,,0,0,2220000,662150,5402.54,,,,,,, Moldavia_nan_-180234.0_797.94; Serbia_1130000.0_-456076.0_2019.16;, Bulgaria_nan_129200.0_958.1; Ungheria_nan_209304.0_900.9; Ucraina_650000.0_283594.0_1126.84;
05:20 21-04-2022,266,65,38,6460000,28600,1400000,1410218,283.14,0,0,0,116000,76228,291.72,2640000,1381794,18867.42,2960000,703494,128.7,1160000,0,0.0,6140000,1603372,640.64,0,0,0,,0,0,2220000,662150,5402.54,,,,,,, Moldavia_nan_-180234.0_797.94; Serbia_1130000.0_-456076.0_2019.16;, Bulgaria_nan_129200.0_958.1; Ungheria_nan_209304.0_900.9; Ucraina_650000.0_283594.0_1126.84;
05:30 21-04-2022,266,65,38,6460000,28600,1400000,1410218,283.14,0,0,0,116000,76228,291.72,2640000,1381794,18867.42,2960000,703494,128.7,1160000,0,0.0,6140000,1603372,640.64,0,0,0,,0,0,2220000,662150,5402.54,,,,,,, Moldavia_nan_-180234.0_797.94; Serbia_1130000.0_-456076.0_2019.16;, Bulgaria_nan_129200.0_958.1; Ungheria_nan_209304.0_900.9; Ucraina_650000.0_283594.0_1126.84;
05:40 21-04-2022,266,65,38,6460000,28600,1400000,1410218,283.14,0,0,0,116000,76228,291.72,2640000,1381794,18867.42,2960000,703494,128.7,1160000,0,0.0,6140000,1603372,640.64,0,0,0,,0,0,2220000,662150,5402.54,,,,,,, Moldavia_nan_-180234.0_797.94; Serbia_1130000.0_-456076.0_2019.16;, Bulgaria_nan_129200.0_958.1; Ungheria_nan_209304.0_900.9; Ucraina_650000.0_283594.0_1126.84;
05:50 21-04-2022,266,65,38,6480000,28800,1400000,1410048,282.24,0,0,0,116000,76464,293.76,2640000,1381536,18912.96,2960000,703728,129.6,1160000,0,0.0,6140000,1603152,642.24,0,0,0,,0,0,2220000,661608,5414.4,,,,,,, Moldavia_nan_-180144.0_800.64; Serbia_1130000.0_-487944.0_2168.64;, Bulgaria_nan_134136.0_996.48; Ungheria_nan_204768.0_912.96; Ucraina_650000.0_304560.0_1212.48;
06:00 21-04-2022,266,65,38,6480000,28800,1400000,1410048,282.24,0,0,0,116000,76464,293.76,2640000,1381536,18912.96,2960000,703728,129.6,1160000,0,0.0,6140000,1603152,642.24,0,0,0,,0,0,2220000,661608,5414.4,,,,,,, Moldavia_nan_-180144.0_800.64; Serbia_1130000.0_-487944.0_2168.64;, Bulgaria_nan_134136.0_996.48; Ungheria_nan_204768.0_912.96; Ucraina_650000.0_304560.0_1212.48;
06:10 21-04-2022,268,64,37,6610000,29500,1400000,1411235,283.2,0,0,0,116000,76676,292.05,2640000,1383473,18877.05,2960000,699338,126.85,1160000,0,0.0,6140000,1604908,640.15,0,0,0,,0,0,2220000,733049,5976.7,,,,,,, Moldavia_nan_-144759.0_646.05; Serbia_1130000.0_-488479.0_2180.05;, Bulgaria_nan_134183.0_997.1; Ungheria_nan_261095.0_1097.4; Ucraina_650000.0_305382.0_1209.5;
06:20 21-04-2022,268,64,37,6610000,29500,1400000,1411235,283.2,0,0,0,116000,76676,292.05,2640000,1383473,18877.05,2960000,699338,126.85,1160000,0,0.0,6140000,1604908,640.15,0,0,0,,0,0,2220000,733049,5976.7,,,,,,, Moldavia_nan_-144759.0_646.05; Serbia_1130000.0_-488479.0_2180.05;, Bulgaria_nan_134183.0_997.1; Ungheria_nan_261095.0_1097.4; Ucraina_650000.0_305382.0_1209.5;
06:30 21-04-2022,268,64,37,6610000,29500,1400000,1411235,283.2,0,0,0,116000,76676,292.05,2640000,1383473,18877.05,2960000,699338,126.85,1160000,0,0.0,6140000,1604908,640.15,0,0,0,,0,0,2220000,733049,5976.7,,,,,,, Moldavia_nan_-144759.0_646.05; Serbia_1130000.0_-488479.0_2180.05;, Bulgaria_nan_134183.0_997.1; Ungheria_nan_261095.0_1097.4; Ucraina_650000.0_305382.0_1209.5;
06:40 21-04-2022,267,64,38,6590000,29300,1400000,1411578,281.28,0,0,0,116000,76444,293.0,2640000,1383900,18883.85,2960000,699858,128.92,1160000,0,0.0,6140000,1605324,641.67,0,0,0,,0,0,2220000,732808,5977.2,,,,,,, Moldavia_nan_-144980.0_644.6; Serbia_1130000.0_-443507.0_1971.89;, Bulgaria_nan_81716.0_612.37; Ungheria_nan_258328.0_1136.84; Ucraina_650000.0_340044.0_1347.8;
06:50 21-04-2022,267,64,38,6590000,29300,1400000,1411578,281.28,0,0,0,116000,76444,293.0,2640000,1383900,18883.85,2960000,699858,128.92,1160000,0,0.0,6140000,1605324,641.67,0,0,0,,0,0,2220000,732808,5977.2,,,,,,, Moldavia_nan_-144980.0_644.6; Serbia_1130000.0_-443507.0_1971.89;, Bulgaria_nan_81716.0_612.37; Ungheria_nan_258328.0_1136.84; Ucraina_650000.0_340044.0_1347.8;
07:00 21-04-2022,267,64,38,6590000,29300,1400000,1411578,281.28,0,0,0,116000,76444,293.0,2640000,1383900,18883.85,2960000,699858,128.92,1160000,0,0.0,6140000,1605324,641.67,0,0,0,,0,0,2220000,732808,5977.2,,,,,,, Moldavia_nan_-144980.0_644.6; Serbia_1130000.0_-443507.0_1971.89;, Bulgaria_nan_81716.0_612.37; Ungheria_nan_258328.0_1136.84; Ucraina_650000.0_340044.0_1347.8;
07:10 21-04-2022,261,64,38,6860000,29800,1400000,1412474,283.1,0,0,0,116000,74774,289.06,2640000,1323294,18082.64,2960000,871220,160.92,1160000,1372,0.0,6140000,1574370,628.78,0,0,0,,0,0,2220000,858186,7008.96,,,,,,, Moldavia_nan_-126224.0_548.32; Serbia_1130000.0_-443156.0_1925.08;, Bulgaria_nan_82320.0_593.02; Ungheria_nan_321734.0_1400.6; Ucraina_650000.0_340256.0_1349.94;
07:20 21-04-2022,261,64,38,6860000,29800,1400000,1412474,283.1,0,0,0,116000,74774,289.06,2640000,1323294,18082.64,2960000,871220,160.92,1160000,1372,0.0,6140000,1574370,628.78,0,0,0,,0,0,2220000,858186,7008.96,,,,,,, Moldavia_nan_-126224.0_548.32; Serbia_1130000.0_-443156.0_1925.08;, Bulgaria_nan_82320.0_593.02; Ungheria_nan_321734.0_1400.6; Ucraina_650000.0_340256.0_1349.94;
07:30 21-04-2022,261,64,38,6860000,29800,1400000,1412474,283.1,0,0,0,116000,74774,289.06,2640000,1323294,18082.64,2960000,871220,160.92,1160000,1372,0.0,6140000,1574370,628.78,0,0,0,,0,0,2220000,858186,7008.96,,,,,,, Moldavia_nan_-126224.0_548.32; Serbia_1130000.0_-443156.0_1925.08;, Bulgaria_nan_82320.0_593.02; Ungheria_nan_321734.0_1400.6; Ucraina_650000.0_340256.0_1349.94;
07:40 21-04-2022,259,65,38,6820000,29400,1400000,1411058,282.24,0,0,0,116000,75020,288.12,2640000,1322398,18051.6,2960000,870914,158.76,1160000,1364,0.0,6140000,1573374,629.16,0,0,0,,0,0,2220000,857956,6997.2,,,,,,, Bulgaria_nan_-137082.0_590.94; Moldavia_nan_-126170.0_543.9; Serbia_1130000.0_-268026.0_1155.42;, Ungheria_nan_324632.0_1470.0; Ucraina_650000.0_383966.0_1522.92;
07:50 21-04-2022,259,65,38,6820000,29400,1400000,1411058,282.24,0,0,0,116000,75020,288.12,2640000,1322398,18051.6,2960000,870914,158.76,1160000,1364,0.0,6140000,1573374,629.16,0,0,0,,0,0,2220000,857956,6997.2,,,,,,, Bulgaria_nan_-137082.0_590.94; Moldavia_nan_-126170.0_543.9; Serbia_1130000.0_-268026.0_1155.42;, Ungheria_nan_324632.0_1470.0; Ucraina_650000.0_383966.0_1522.92;
08:00 21-04-2022,259,65,38,6820000,29400,1400000,1411058,282.24,0,0,0,116000,75020,288.12,2640000,1322398,18051.6,2960000,870914,158.76,1160000,1364,0.0,6140000,1573374,629.16,0,0,0,,0,0,2220000,857956,6997.2,,,,,,, Bulgaria_nan_-137082.0_590.94; Moldavia_nan_-126170.0_543.9; Serbia_1130000.0_-268026.0_1155.42;, Ungheria_nan_324632.0_1470.0; Ucraina_650000.0_383966.0_1522.92;
08:10 21-04-2022,232,68,45,7340000,28400,1400000,1410014,281.16,0,0,0,116000,75602,289.68,2640000,1277160,17431.92,2960000,1188346,218.68,1160000,40370,31.24,6140000,1906198,761.12,0,0,0,,0,0,2220000,858046,6997.76,,,,,,, Bulgaria_nan_-137258.0_531.08; Moldavia_nan_-153406.0_593.56; Serbia_1130000.0_-267910.0_1036.6;, Ungheria_nan_200382.0_869.04; Ucraina_650000.0_383882.0_1522.24;
08:20 21-04-2022,232,68,45,7340000,28400,1400000,1410014,281.16,0,0,0,116000,75602,289.68,2640000,1277160,17431.92,2960000,1188346,218.68,1160000,40370,31.24,6140000,1906198,761.12,0,0,0,,0,0,2220000,858046,6997.76,,,,,,, Bulgaria_nan_-137258.0_531.08; Moldavia_nan_-153406.0_593.56; Serbia_1130000.0_-267910.0_1036.6;, Ungheria_nan_200382.0_869.04; Ucraina_650000.0_383882.0_1522.24;
08:30 21-04-2022,232,68,45,7340000,28400,1400000,1410014,281.16,0,0,0,116000,75602,289.68,2640000,1277160,17431.92,2960000,1188346,218.68,1160000,40370,31.24,6140000,1906198,761.12,0,0,0,,0,0,2220000,858046,6997.76,,,,,,, Bulgaria_nan_-137258.0_531.08; Moldavia_nan_-153406.0_593.56; Serbia_1130000.0_-267910.0_1036.6;, Ungheria_nan_200382.0_869.04; Ucraina_650000.0_383882.0_1522.24;
08:40 21-04-2022,232,68,45,7340000,28400,1400000,1410014,281.16,0,0,0,116000,75602,289.68,2640000,1277160,17431.92,2960000,1188346,218.68,1160000,40370,31.24,6140000,1906198,761.12,0,0,0,,0,0,2220000,858046,6997.76,,,,,,, Bulgaria_nan_-137258.0_531.08; Moldavia_nan_-153406.0_593.56; Serbia_1130000.0_-267910.0_1036.6;, Ungheria_nan_200382.0_869.04; Ucraina_650000.0_383882.0_1522.24;
08:50 21-04-2022,232,68,45,7340000,28400,1400000,1410014,281.16,0,0,0,116000,75602,289.68,2640000,1277160,17431.92,2960000,1188346,218.68,1160000,40370,31.24,6140000,1906198,761.12,0,0,0,,0,0,2220000,858046,6997.76,,,,,,, Bulgaria_nan_-137258.0_531.08; Moldavia_nan_-153406.0_593.56; Serbia_1130000.0_-267910.0_1036.6;, Ungheria_nan_200382.0_869.04; Ucraina_650000.0_383882.0_1522.24;
09:00 21-04-2022,232,68,45,7340000,28400,1400000,1410014,281.16,0,0,0,116000,75602,289.68,2640000,1277160,17431.92,2960000,1188346,218.68,1160000,40370,31.24,6140000,1906198,761.12,0,0,0,,0,0,2220000,858046,6997.76,,,,,,, Bulgaria_nan_-137258.0_531.08; Moldavia_nan_-153406.0_593.56; Serbia_1130000.0_-267910.0_1036.6;, Ungheria_nan_200382.0_869.04; Ucraina_650000.0_383882.0_1522.24;
09:10 21-04-2022,217,71,49,7510000,27200,1400000,1409627,282.88,0,0,0,116000,73598,282.88,2640000,1214367,16602.88,2960000,1006340,184.96,1160000,220794,165.92,6140000,2293554,916.64,0,0,0,,0,0,2220000,862148,7044.8,,,,,,, Bulgaria_nan_-18775.0_68.0; Moldavia_nan_-171228.0_622.88; Serbia_1130000.0_-129172.0_467.84;, Ungheria_nan_130674.0_535.84; Ucraina_650000.0_298147.0_1183.2;
09:20 21-04-2022,217,71,49,7510000,27200,1400000,1409627,282.88,0,0,0,116000,73598,282.88,2640000,1214367,16602.88,2960000,1006340,184.96,1160000,220794,165.92,6140000,2293554,916.64,0,0,0,,0,0,2220000,862148,7044.8,,,,,,, Bulgaria_nan_-18775.0_68.0; Moldavia_nan_-171228.0_622.88; Serbia_1130000.0_-129172.0_467.84;, Ungheria_nan_130674.0_535.84; Ucraina_650000.0_298147.0_1183.2;
09:30 21-04-2022,217,71,49,7510000,27200,1400000,1409627,282.88,0,0,0,116000,73598,282.88,2640000,1214367,16602.88,2960000,1006340,184.96,1160000,220794,165.92,6140000,2293554,916.64,0,0,0,,0,0,2220000,862148,7044.8,,,,,,, Bulgaria_nan_-18775.0_68.0; Moldavia_nan_-171228.0_622.88; Serbia_1130000.0_-129172.0_467.84;, Ungheria_nan_130674.0_535.84; Ucraina_650000.0_298147.0_1183.2;
09:40 21-04-2022,217,71,49,7510000,27200,1400000,1409627,282.88,0,0,0,116000,73598,282.88,2640000,1214367,16602.88,2960000,1006340,184.96,1160000,220794,165.92,6140000,2293554,916.64,0,0,0,,0,0,2220000,862148,7044.8,,,,,,, Bulgaria_nan_-18775.0_68.0; Moldavia_nan_-171228.0_622.88; Serbia_1130000.0_-129172.0_467.84;, Ungheria_nan_130674.0_535.84; Ucraina_650000.0_298147.0_1183.2;
09:50 21-04-2022,221,70,48,7660000,28200,1400000,1410206,282.0,0,0,0,116000,73536,282.0,2640000,1214876,16590.06,2960000,1006524,183.3,1160000,220608,166.38,6140000,2294170,916.5,0,0,0,,0,0,2220000,862516,7038.72,,,,,,, Moldavia_nan_-171584.0_631.68; Serbia_1130000.0_-75068.0_276.36;, Bulgaria_nan_154732.0_1049.04; Ungheria_nan_125624.0_516.06; Ucraina_650000.0_296442.0_1173.12;
10:00 21-04-2022,221,70,48,7660000,28200,1400000,1410206,282.0,0,0,0,116000,73536,282.0,2640000,1214876,16590.06,2960000,1006524,183.3,1160000,220608,166.38,6140000,2294170,916.5,0,0,0,,0,0,2220000,862516,7038.72,,,,,,, Moldavia_nan_-171584.0_631.68; Serbia_1130000.0_-75068.0_276.36;, Bulgaria_nan_154732.0_1049.04; Ungheria_nan_125624.0_516.06; Ucraina_650000.0_296442.0_1173.12;
10:10 21-04-2022,241,68,46,7580000,30400,1400000,1352272,270.56,0,0,0,116000,72010,276.64,2640000,1366674,18683.84,2960000,618528,112.48,1160000,419932,316.16,6140000,2296740,918.08,0,0,0,,0,0,2220000,873216,7134.88,,,,,,, Moldavia_nan_-127344.0_510.72; Serbia_1130000.0_-75042.0_300.96;, Bulgaria_nan_154632.0_1018.4; Ungheria_nan_128860.0_492.48; Ucraina_650000.0_295620.0_1176.48;
10:20 21-04-2022,241,68,46,7580000,30400,1400000,1352272,270.56,0,0,0,116000,72010,276.64,2640000,1366674,18683.84,2960000,618528,112.48,1160000,419932,316.16,6140000,2296740,918.08,0,0,0,,0,0,2220000,873216,7134.88,,,,,,, Moldavia_nan_-127344.0_510.72; Serbia_1130000.0_-75042.0_300.96;, Bulgaria_nan_154632.0_1018.4; Ungheria_nan_128860.0_492.48; Ucraina_650000.0_295620.0_1176.48;
10:30 21-04-2022,241,68,46,7580000,30400,1400000,1352272,270.56,0,0,0,116000,72010,276.64,2640000,1366674,18683.84,2960000,618528,112.48,1160000,419932,316.16,6140000,2296740,918.08,0,0,0,,0,0,2220000,873216,7134.88,,,,,,, Moldavia_nan_-127344.0_510.72; Serbia_1130000.0_-75042.0_300.96;, Bulgaria_nan_154632.0_1018.4; Ungheria_nan_128860.0_492.48; Ucraina_650000.0_295620.0_1176.48;
10:40 21-04-2022,241,68,46,7580000,30400,1400000,1352272,270.56,0,0,0,116000,72010,276.64,2640000,1366674,18683.84,2960000,618528,112.48,1160000,419932,316.16,6140000,2296740,918.08,0,0,0,,0,0,2220000,873216,7134.88,,,,,,, Moldavia_nan_-127344.0_510.72; Serbia_1130000.0_-75042.0_300.96;, Bulgaria_nan_154632.0_1018.4; Ungheria_nan_128860.0_492.48; Ucraina_650000.0_295620.0_1176.48;
10:50 21-04-2022,242,68,46,7700000,31100,1400000,1352890,270.57,0,0,0,116000,72380,276.79,2640000,1366750,18678.66,2960000,619080,111.96,1160000,419650,314.11,6140000,2297680,920.56,0,0,0,,0,0,2220000,873950,7134.34,,,,,,, Moldavia_nan_-127820.0_516.26; Serbia_1130000.0_-30030.0_121.29;, Bulgaria_nan_247940.0_1626.53; Ungheria_nan_125510.0_475.83; Ucraina_650000.0_324940.0_1290.65;
11:00 21-04-2022,242,68,46,7700000,31100,1400000,1352890,270.57,0,0,0,116000,72380,276.79,2640000,1366750,18678.66,2960000,619080,111.96,1160000,419650,314.11,6140000,2297680,920.56,0,0,0,,0,0,2220000,873950,7134.34,,,,,,, Moldavia_nan_-127820.0_516.26; Serbia_1130000.0_-30030.0_121.29;, Bulgaria_nan_247940.0_1626.53; Ungheria_nan_125510.0_475.83; Ucraina_650000.0_324940.0_1290.65;
11:10 21-04-2022,246,67,46,7600000,31100,1400000,1314800,261.24,0,0,0,116000,72960,279.9,2640000,1370280,18712.87,2960000,421040,77.75,1160000,567720,426.07,6140000,2287600,914.34,0,0,0,,0,0,2220000,862600,7041.04,,,,,,, Moldavia_nan_-104880.0_429.18; Serbia_1130000.0_-29640.0_121.29;, Bulgaria_nan_247760.0_1632.75; Ungheria_nan_130720.0_463.39; Ucraina_650000.0_325280.0_1290.65;
11:20 21-04-2022,246,67,46,7600000,31100,1400000,1314800,261.24,0,0,0,116000,72960,279.9,2640000,1370280,18712.87,2960000,421040,77.75,1160000,567720,426.07,6140000,2287600,914.34,0,0,0,,0,0,2220000,862600,7041.04,,,,,,, Moldavia_nan_-104880.0_429.18; Serbia_1130000.0_-29640.0_121.29;, Bulgaria_nan_247760.0_1632.75; Ungheria_nan_130720.0_463.39; Ucraina_650000.0_325280.0_1290.65;
11:30 21-04-2022,246,67,46,7600000,31100,1400000,1314800,261.24,0,0,0,116000,72960,279.9,2640000,1370280,18712.87,2960000,421040,77.75,1160000,567720,426.07,6140000,2287600,914.34,0,0,0,,0,0,2220000,862600,7041.04,,,,,,, Moldavia_nan_-104880.0_429.18; Serbia_1130000.0_-29640.0_121.29;, Bulgaria_nan_247760.0_1632.75; Ungheria_nan_130720.0_463.39; Ucraina_650000.0_325280.0_1290.65;
11:40 21-04-2022,246,67,46,7600000,31100,1400000,1314800,261.24,0,0,0,116000,72960,279.9,2640000,1370280,18712.87,2960000,421040,77.75,1160000,567720,426.07,6140000,2287600,914.34,0,0,0,,0,0,2220000,862600,7041.04,,,,,,, Moldavia_nan_-104880.0_429.18; Serbia_1130000.0_-29640.0_121.29;, Bulgaria_nan_247760.0_1632.75; Ungheria_nan_130720.0_463.39; Ucraina_650000.0_325280.0_1290.65;
11:50 21-04-2022,247,67,46,7610000,31300,1400000,1315769,262.92,0,0,0,116000,73056,281.7,2640000,1369800,18708.01,2960000,415506,75.12,1160000,572272,428.81,6140000,2289088,913.96,0,0,0,,0,0,2220000,860691,7026.85,,,,,,, Moldavia_nan_-104257.0_428.81; Serbia_1130000.0_-79905.0_328.65;, Bulgaria_nan_315815.0_2081.45; Ungheria_nan_124043.0_428.81; Ucraina_650000.0_274721.0_1089.24;
12:00 21-04-2022,247,67,46,7610000,31300,1400000,1315769,262.92,0,0,0,116000,73056,281.7,2640000,1369800,18708.01,2960000,415506,75.12,1160000,572272,428.81,6140000,2289088,913.96,0,0,0,,0,0,2220000,860691,7026.85,,,,,,, Moldavia_nan_-104257.0_428.81; Serbia_1130000.0_-79905.0_328.65;, Bulgaria_nan_315815.0_2081.45; Ungheria_nan_124043.0_428.81; Ucraina_650000.0_274721.0_1089.24;
12:10 21-04-2022,252,66,44,7470000,31400,1400000,1361034,273.18,0,0,0,116000,76194,292.02,2640000,1378215,18830.58,2960000,345861,62.8,1160000,671553,502.4,6140000,2054250,822.68,0,0,0,,0,0,2220000,852327,6958.24,,,,,,, Moldavia_nan_-94869.0_398.78; Serbia_1130000.0_-79929.0_335.98;, Bulgaria_nan_315981.0_2100.66; Ungheria_nan_138942.0_464.72; Ucraina_650000.0_274896.0_1092.72;
12:20 21-04-2022,252,66,44,7470000,31400,1400000,1361034,273.18,0,0,0,116000,76194,292.02,2640000,1378215,18830.58,2960000,345861,62.8,1160000,671553,502.4,6140000,2054250,822.68,0,0,0,,0,0,2220000,852327,6958.24,,,,,,, Moldavia_nan_-94869.0_398.78; Serbia_1130000.0_-79929.0_335.98;, Bulgaria_nan_315981.0_2100.66; Ungheria_nan_138942.0_464.72; Ucraina_650000.0_274896.0_1092.72;
12:30 21-04-2022,252,66,44,7470000,31400,1400000,1361034,273.18,0,0,0,116000,76194,292.02,2640000,1378215,18830.58,2960000,345861,62.8,1160000,671553,502.4,6140000,2054250,822.68,0,0,0,,0,0,2220000,852327,6958.24,,,,,,, Moldavia_nan_-94869.0_398.78; Serbia_1130000.0_-79929.0_335.98;, Bulgaria_nan_315981.0_2100.66; Ungheria_nan_138942.0_464.72; Ucraina_650000.0_274896.0_1092.72;
12:40 21-04-2022,252,66,44,7470000,31400,1400000,1361034,273.18,0,0,0,116000,76194,292.02,2640000,1378215,18830.58,2960000,345861,62.8,1160000,671553,502.4,6140000,2054250,822.68,0,0,0,,0,0,2220000,852327,6958.24,,,,,,, Moldavia_nan_-94869.0_398.78; Serbia_1130000.0_-79929.0_335.98;, Bulgaria_nan_315981.0_2100.66; Ungheria_nan_138942.0_464.72; Ucraina_650000.0_274896.0_1092.72;
12:50 21-04-2022,253,66,44,7550000,31800,1400000,1359755,270.3,0,0,0,116000,76255,292.56,2640000,1377120,18806.52,2960000,345790,63.6,1160000,671195,502.44,6140000,2052845,820.44,0,0,0,,0,0,2220000,851640,6948.3,,,,,,, Moldavia_nan_-95130.0_400.68; Serbia_1130000.0_-101170.0_426.12;, Bulgaria_nan_351075.0_2330.94; Ungheria_nan_141940.0_480.18; Ucraina_650000.0_323140.0_1281.54;
13:00 21-04-2022,253,66,44,7550000,31800,1400000,1359755,270.3,0,0,0,116000,76255,292.56,2640000,1377120,18806.52,2960000,345790,63.6,1160000,671195,502.44,6140000,2052845,820.44,0,0,0,,0,0,2220000,851640,6948.3,,,,,,, Moldavia_nan_-95130.0_400.68; Serbia_1130000.0_-101170.0_426.12;, Bulgaria_nan_351075.0_2330.94; Ungheria_nan_141940.0_480.18; Ucraina_650000.0_323140.0_1281.54;
13:10 21-04-2022,256,66,43,7430000,31700,1400000,1349288,269.45,0,0,0,116000,77272,297.98,2640000,1370092,18718.85,2960000,257821,47.55,1160000,670186,504.03,6140000,2043993,817.86,0,0,0,,0,0,2220000,849249,6929.62,,,,,,, Moldavia_nan_-74300.0_317.0; Serbia_1130000.0_-101048.0_431.12;, Bulgaria_nan_350696.0_2374.33; Ungheria_nan_138198.0_459.65; Ucraina_650000.0_323205.0_1280.68;
13:20 21-04-2022,256,66,43,7430000,31700,1400000,1349288,269.45,0,0,0,116000,77272,297.98,2640000,1370092,18718.85,2960000,257821,47.55,1160000,670186,504.03,6140000,2043993,817.86,0,0,0,,0,0,2220000,849249,6929.62,,,,,,, Moldavia_nan_-74300.0_317.0; Serbia_1130000.0_-101048.0_431.12;, Bulgaria_nan_350696.0_2374.33; Ungheria_nan_138198.0_459.65; Ucraina_650000.0_323205.0_1280.68;
13:30 21-04-2022,256,66,43,7430000,31700,1400000,1349288,269.45,0,0,0,116000,77272,297.98,2640000,1370092,18718.85,2960000,257821,47.55,1160000,670186,504.03,6140000,2043993,817.86,0,0,0,,0,0,2220000,849249,6929.62,,,,,,, Moldavia_nan_-74300.0_317.0; Serbia_1130000.0_-101048.0_431.12;, Bulgaria_nan_350696.0_2374.33; Ungheria_nan_138198.0_459.65; Ucraina_650000.0_323205.0_1280.68;
13:40 21-04-2022,256,66,43,7430000,31700,1400000,1349288,269.45,0,0,0,116000,77272,297.98,2640000,1370092,18718.85,2960000,257821,47.55,1160000,670186,504.03,6140000,2043993,817.86,0,0,0,,0,0,2220000,849249,6929.62,,,,,,, Moldavia_nan_-74300.0_317.0; Serbia_1130000.0_-101048.0_431.12;, Bulgaria_nan_350696.0_2374.33; Ungheria_nan_138198.0_459.65; Ucraina_650000.0_323205.0_1280.68;
13:50 21-04-2022,257,66,43,7480000,32100,1400000,1348644,269.64,0,0,0,116000,77792,298.53,2640000,1369588,18749.61,2960000,257312,48.15,1160000,670208,503.97,6140000,2043536,818.55,0,0,0,,0,0,2220000,848980,6943.23,,,,,,, Moldavia_nan_-74052.0_317.79; Serbia_1130000.0_-124168.0_532.86;, Bulgaria_nan_397936.0_2693.19; Ungheria_nan_133144.0_452.61; Ucraina_650000.0_332860.0_1322.52;
14:00 21-04-2022,256,66,43,7490000,31900,1400000,1364678,271.15,0,0,0,116000,77896,296.67,2640000,1373666,18750.82,2960000,280126,51.04,1160000,660618,494.45,6140000,2037280,813.45,0,0,0,,0,0,2220000,838131,6839.36,,,,,,, Moldavia_nan_-33705.0_143.55; Serbia_1130000.0_-124334.0_529.54;, Bulgaria_nan_398468.0_2634.94; Ungheria_nan_126581.0_421.08; Ucraina_650000.0_333305.0_1320.66;
14:10 21-04-2022,256,66,43,7490000,31900,1400000,1364678,271.15,0,0,0,116000,77896,296.67,2640000,1373666,18750.82,2960000,280126,51.04,1160000,660618,494.45,6140000,2037280,813.45,0,0,0,,0,0,2220000,838131,6839.36,,,,,,, Moldavia_nan_-33705.0_143.55; Serbia_1130000.0_-124334.0_529.54;, Bulgaria_nan_398468.0_2634.94; Ungheria_nan_126581.0_421.08; Ucraina_650000.0_333305.0_1320.66;
14:20 21-04-2022,256,66,43,7490000,31900,1400000,1364678,271.15,0,0,0,116000,77896,296.67,2640000,1373666,18750.82,2960000,280126,51.04,1160000,660618,494.45,6140000,2037280,813.45,0,0,0,,0,0,2220000,838131,6839.36,,,,,,, Moldavia_nan_-33705.0_143.55; Serbia_1130000.0_-124334.0_529.54;, Bulgaria_nan_398468.0_2634.94; Ungheria_nan_126581.0_421.08; Ucraina_650000.0_333305.0_1320.66;
14:30 21-04-2022,256,66,43,7490000,31900,1400000,1364678,271.15,0,0,0,116000,77896,296.67,2640000,1373666,18750.82,2960000,280126,51.04,1160000,660618,494.45,6140000,2037280,813.45,0,0,0,,0,0,2220000,838131,6839.36,,,,,,, Moldavia_nan_-33705.0_143.55; Serbia_1130000.0_-124334.0_529.54;, Bulgaria_nan_398468.0_2634.94; Ungheria_nan_126581.0_421.08; Ucraina_650000.0_333305.0_1320.66;
14:40 21-04-2022,256,66,43,7490000,31900,1400000,1364678,271.15,0,0,0,116000,77896,296.67,2640000,1373666,18750.82,2960000,280126,51.04,1160000,660618,494.45,6140000,2037280,813.45,0,0,0,,0,0,2220000,838131,6839.36,,,,,,, Moldavia_nan_-33705.0_143.55; Serbia_1130000.0_-124334.0_529.54;, Bulgaria_nan_398468.0_2634.94; Ungheria_nan_126581.0_421.08; Ucraina_650000.0_333305.0_1320.66;
