timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
01:10 23-04-2022,165,79,58,6910000,18900,1400000,1409640,281.61,0,0,0,116000,70482,268.38,2640000,979838,13362.3,2960000,2455123,449.82,1160000,0,0.0,6140000,1430370,570.78,0,0,0,,0,0,2220000,413218,3367.98,,,,,,, Bulgaria_nan_-389724.0_1065.96; Moldavia_nan_-415982.0_1137.78; Serbia_1130000.0_-281237.0_769.23;, Ungheria_nan_8292.0_34.02; Ucraina_650000.0_143037.0_567.0;
01:20 23-04-2022,165,79,58,6910000,18900,1400000,1409640,281.61,0,0,0,116000,70482,268.38,2640000,979838,13362.3,2960000,2455123,449.82,1160000,0,0.0,6140000,1430370,570.78,0,0,0,,0,0,2220000,413218,3367.98,,,,,,, Bulgaria_nan_-389724.0_1065.96; Moldavia_nan_-415982.0_1137.78; Serbia_1130000.0_-281237.0_769.23;, Ungheria_nan_8292.0_34.02; Ucraina_650000.0_143037.0_567.0;
01:30 23-04-2022,165,79,58,6910000,18900,1400000,1409640,281.61,0,0,0,116000,70482,268.38,2640000,979838,13362.3,2960000,2455123,449.82,1160000,0,0.0,6140000,1430370,570.78,0,0,0,,0,0,2220000,413218,3367.98,,,,,,, Bulgaria_nan_-389724.0_1065.96; Moldavia_nan_-415982.0_1137.78; Serbia_1130000.0_-281237.0_769.23;, Ungheria_nan_8292.0_34.02; Ucraina_650000.0_143037.0_567.0;
01:40 23-04-2022,165,79,58,6910000,18900,1400000,1409640,281.61,0,0,0,116000,70482,268.38,2640000,979838,13362.3,2960000,2455123,449.82,1160000,0,0.0,6140000,1430370,570.78,0,0,0,,0,0,2220000,413218,3367.98,,,,,,, Bulgaria_nan_-389724.0_1065.96; Moldavia_nan_-415982.0_1137.78; Serbia_1130000.0_-281237.0_769.23;, Ungheria_nan_8292.0_34.02; Ucraina_650000.0_143037.0_567.0;
01:50 23-04-2022,165,79,57,6920000,19000,1400000,1409604,281.2,0,0,0,116000,69892,269.8,2640000,979872,13402.6,2960000,2455216,450.3,1160000,0,0.0,6140000,1430364,571.9,0,0,0,,0,0,2220000,413124,3378.2,,,,,,, Bulgaria_nan_-670548.0_1843.0; Moldavia_nan_-415892.0_1141.9; Serbia_1130000.0_-381984.0_1048.8;, Ungheria_nan_8996.0_36.1; Ucraina_650000.0_152932.0_608.0;
02:00 23-04-2022,176,78,56,6780000,19900,1400000,1408884,282.58,0,0,0,116000,62376,240.79,2640000,1051578,14409.59,2960000,2301132,423.87,1160000,0,0.0,6140000,1389900,557.2,0,0,0,,0,0,2220000,412224,3377.03,,,,,,, Bulgaria_nan_-670542.0_1968.11; Ungheria_nan_-75258.0_220.89; Moldavia_nan_-410190.0_1203.95; Serbia_1130000.0_-381714.0_1120.37;, Ucraina_650000.0_153228.0_608.94;
02:10 23-04-2022,176,78,56,6780000,19900,1400000,1408884,282.58,0,0,0,116000,62376,240.79,2640000,1051578,14409.59,2960000,2301132,423.87,1160000,0,0.0,6140000,1389900,557.2,0,0,0,,0,0,2220000,412224,3377.03,,,,,,, Bulgaria_nan_-670542.0_1968.11; Ungheria_nan_-75258.0_220.89; Moldavia_nan_-410190.0_1203.95; Serbia_1130000.0_-381714.0_1120.37;, Ucraina_650000.0_153228.0_608.94;
02:20 23-04-2022,176,78,56,6780000,19900,1400000,1408884,282.58,0,0,0,116000,62376,240.79,2640000,1051578,14409.59,2960000,2301132,423.87,1160000,0,0.0,6140000,1389900,557.2,0,0,0,,0,0,2220000,412224,3377.03,,,,,,, Bulgaria_nan_-670542.0_1968.11; Ungheria_nan_-75258.0_220.89; Moldavia_nan_-410190.0_1203.95; Serbia_1130000.0_-381714.0_1120.37;, Ucraina_650000.0_153228.0_608.94;
02:30 23-04-2022,176,78,56,6780000,19900,1400000,1408884,282.58,0,0,0,116000,62376,240.79,2640000,1051578,14409.59,2960000,2301132,423.87,1160000,0,0.0,6140000,1389900,557.2,0,0,0,,0,0,2220000,412224,3377.03,,,,,,, Bulgaria_nan_-670542.0_1968.11; Ungheria_nan_-75258.0_220.89; Moldavia_nan_-410190.0_1203.95; Serbia_1130000.0_-381714.0_1120.37;, Ucraina_650000.0_153228.0_608.94;
02:40 23-04-2022,176,78,56,6770000,19800,1400000,1409514,281.16,0,0,0,116000,62961,239.58,2640000,1052058,14368.86,2960000,2301800,421.74,1160000,0,0.0,6140000,1389881,556.38,0,0,0,,0,0,2220000,412293,3367.98,,,,,,, Bulgaria_nan_-664814.0_1944.36; Ungheria_nan_-72439.0_211.86; Moldavia_nan_-410262.0_1199.88; Serbia_1130000.0_-435988.0_1275.12;, Ucraina_650000.0_142170.0_562.32;
02:50 23-04-2022,176,78,56,6770000,19800,1400000,1409514,281.16,0,0,0,116000,62961,239.58,2640000,1052058,14368.86,2960000,2301800,421.74,1160000,0,0.0,6140000,1389881,556.38,0,0,0,,0,0,2220000,412293,3367.98,,,,,,, Bulgaria_nan_-664814.0_1944.36; Ungheria_nan_-72439.0_211.86; Moldavia_nan_-410262.0_1199.88; Serbia_1130000.0_-435988.0_1275.12;, Ucraina_650000.0_142170.0_562.32;
03:00 23-04-2022,180,77,54,6540000,19600,1400000,1409370,282.24,0,0,0,116000,62784,241.08,2640000,1041822,14217.84,2960000,2123538,388.08,1160000,0,0.0,6140000,1347240,539.0,0,0,0,,0,0,2220000,413328,3371.2,,,,,,, Bulgaria_nan_-665118.0_1993.32; Ungheria_nan_-38586.0_115.64; Moldavia_nan_-394362.0_1181.88; Serbia_1130000.0_-436218.0_1307.32;, Ucraina_650000.0_141918.0_562.52;
03:10 23-04-2022,180,77,54,6540000,19600,1400000,1409370,282.24,0,0,0,116000,62784,241.08,2640000,1041822,14217.84,2960000,2123538,388.08,1160000,0,0.0,6140000,1347240,539.0,0,0,0,,0,0,2220000,413328,3371.2,,,,,,, Bulgaria_nan_-665118.0_1993.32; Ungheria_nan_-38586.0_115.64; Moldavia_nan_-394362.0_1181.88; Serbia_1130000.0_-436218.0_1307.32;, Ucraina_650000.0_141918.0_562.52;
03:20 23-04-2022,180,77,54,6540000,19600,1400000,1409370,282.24,0,0,0,116000,62784,241.08,2640000,1041822,14217.84,2960000,2123538,388.08,1160000,0,0.0,6140000,1347240,539.0,0,0,0,,0,0,2220000,413328,3371.2,,,,,,, Bulgaria_nan_-665118.0_1993.32; Ungheria_nan_-38586.0_115.64; Moldavia_nan_-394362.0_1181.88; Serbia_1130000.0_-436218.0_1307.32;, Ucraina_650000.0_141918.0_562.52;
03:30 23-04-2022,180,77,54,6540000,19600,1400000,1409370,282.24,0,0,0,116000,62784,241.08,2640000,1041822,14217.84,2960000,2123538,388.08,1160000,0,0.0,6140000,1347240,539.0,0,0,0,,0,0,2220000,413328,3371.2,,,,,,, Bulgaria_nan_-665118.0_1993.32; Ungheria_nan_-38586.0_115.64; Moldavia_nan_-394362.0_1181.88; Serbia_1130000.0_-436218.0_1307.32;, Ucraina_650000.0_141918.0_562.52;
03:40 23-04-2022,180,77,54,6540000,19600,1400000,1410678,282.24,0,0,0,116000,62784,241.08,2640000,1042476,14235.48,2960000,2125500,390.04,1160000,0,0.0,6140000,1348548,539.0,0,0,0,,0,0,2220000,413328,3375.12,,,,,,, Bulgaria_nan_-635688.0_1905.12; Ungheria_nan_-41202.0_123.48; Moldavia_nan_-395016.0_1183.84; Serbia_1130000.0_-456492.0_1368.08;, Ucraina_650000.0_136032.0_539.0;
03:50 23-04-2022,180,77,54,6540000,19600,1400000,1410678,282.24,0,0,0,116000,62784,241.08,2640000,1042476,14235.48,2960000,2125500,390.04,1160000,0,0.0,6140000,1348548,539.0,0,0,0,,0,0,2220000,413328,3375.12,,,,,,, Bulgaria_nan_-635688.0_1905.12; Ungheria_nan_-41202.0_123.48; Moldavia_nan_-395016.0_1183.84; Serbia_1130000.0_-456492.0_1368.08;, Ucraina_650000.0_136032.0_539.0;
04:00 23-04-2022,181,77,54,6510000,19700,1400000,1409415,281.71,0,0,0,116000,63798,244.28,2640000,1046808,14343.57,2960000,2089710,384.15,1160000,0,0.0,6140000,1353429,541.75,0,0,0,,0,0,2220000,410781,3360.82,,,,,,, Bulgaria_nan_-634725.0_1920.75; Ungheria_nan_-7161.0_21.67; Moldavia_nan_-376278.0_1140.63; Serbia_1130000.0_-455700.0_1379.0;, Ucraina_650000.0_136059.0_541.75;
04:10 23-04-2022,181,77,54,6510000,19700,1400000,1409415,281.71,0,0,0,116000,63798,244.28,2640000,1046808,14343.57,2960000,2089710,384.15,1160000,0,0.0,6140000,1353429,541.75,0,0,0,,0,0,2220000,410781,3360.82,,,,,,, Bulgaria_nan_-634725.0_1920.75; Ungheria_nan_-7161.0_21.67; Moldavia_nan_-376278.0_1140.63; Serbia_1130000.0_-455700.0_1379.0;, Ucraina_650000.0_136059.0_541.75;
04:20 23-04-2022,181,77,54,6510000,19700,1400000,1409415,281.71,0,0,0,116000,63798,244.28,2640000,1046808,14343.57,2960000,2089710,384.15,1160000,0,0.0,6140000,1353429,541.75,0,0,0,,0,0,2220000,410781,3360.82,,,,,,, Bulgaria_nan_-634725.0_1920.75; Ungheria_nan_-7161.0_21.67; Moldavia_nan_-376278.0_1140.63; Serbia_1130000.0_-455700.0_1379.0;, Ucraina_650000.0_136059.0_541.75;
04:30 23-04-2022,181,77,54,6510000,19700,1400000,1409415,281.71,0,0,0,116000,63798,244.28,2640000,1046808,14343.57,2960000,2089710,384.15,1160000,0,0.0,6140000,1353429,541.75,0,0,0,,0,0,2220000,410781,3360.82,,,,,,, Bulgaria_nan_-634725.0_1920.75; Ungheria_nan_-7161.0_21.67; Moldavia_nan_-376278.0_1140.63; Serbia_1130000.0_-455700.0_1379.0;, Ucraina_650000.0_136059.0_541.75;
04:40 23-04-2022,181,77,54,6510000,19700,1400000,1409415,281.71,0,0,0,116000,63798,244.28,2640000,1046808,14343.57,2960000,2089710,384.15,1160000,0,0.0,6140000,1353429,541.75,0,0,0,,0,0,2220000,410781,3360.82,,,,,,, Bulgaria_nan_-634725.0_1920.75; Ungheria_nan_-7161.0_21.67; Moldavia_nan_-376278.0_1140.63; Serbia_1130000.0_-455700.0_1379.0;, Ucraina_650000.0_136059.0_541.75;
04:50 23-04-2022,181,77,54,6530000,19700,1400000,1409174,281.71,0,0,0,116000,63994,244.28,2640000,1046759,14280.53,2960000,2088947,382.18,1160000,0,0.0,6140000,1353016,539.78,0,0,0,,0,0,2220000,410737,3347.03,,,,,,, Bulgaria_nan_-672590.0_2029.1; Ungheria_nan_-4571.0_13.79; Moldavia_nan_-376128.0_1136.69; Serbia_1130000.0_-568763.0_1715.87;, Ucraina_650000.0_158026.0_626.46;
05:00 23-04-2022,183,77,54,6550000,19900,1400000,1410215,282.58,0,0,0,116000,63535,244.77,2640000,1052585,14373.77,2960000,2060630,378.1,1160000,0,0.0,6140000,1370915,547.25,0,0,0,,0,0,2220000,411995,3361.11,,,,,,, Bulgaria_nan_-673340.0_2045.72; Moldavia_nan_-337980.0_1028.83; Serbia_1130000.0_-569195.0_1729.31;, Ungheria_nan_21615.0_87.56; Ucraina_650000.0_157855.0_626.85;
05:10 23-04-2022,183,77,54,6550000,19900,1400000,1410215,282.58,0,0,0,116000,63535,244.77,2640000,1052585,14373.77,2960000,2060630,378.1,1160000,0,0.0,6140000,1370915,547.25,0,0,0,,0,0,2220000,411995,3361.11,,,,,,, Bulgaria_nan_-673340.0_2045.72; Moldavia_nan_-337980.0_1028.83; Serbia_1130000.0_-569195.0_1729.31;, Ungheria_nan_21615.0_87.56; Ucraina_650000.0_157855.0_626.85;
05:20 23-04-2022,183,77,54,6550000,19900,1400000,1410215,282.58,0,0,0,116000,63535,244.77,2640000,1052585,14373.77,2960000,2060630,378.1,1160000,0,0.0,6140000,1370915,547.25,0,0,0,,0,0,2220000,411995,3361.11,,,,,,, Bulgaria_nan_-673340.0_2045.72; Moldavia_nan_-337980.0_1028.83; Serbia_1130000.0_-569195.0_1729.31;, Ungheria_nan_21615.0_87.56; Ucraina_650000.0_157855.0_626.85;
05:30 23-04-2022,183,77,54,6550000,19900,1400000,1410215,282.58,0,0,0,116000,63535,244.77,2640000,1052585,14373.77,2960000,2060630,378.1,1160000,0,0.0,6140000,1370915,547.25,0,0,0,,0,0,2220000,411995,3361.11,,,,,,, Bulgaria_nan_-673340.0_2045.72; Moldavia_nan_-337980.0_1028.83; Serbia_1130000.0_-569195.0_1729.31;, Ungheria_nan_21615.0_87.56; Ucraina_650000.0_157855.0_626.85;
05:40 23-04-2022,183,77,54,6550000,19900,1400000,1410215,282.58,0,0,0,116000,63535,244.77,2640000,1052585,14373.77,2960000,2060630,378.1,1160000,0,0.0,6140000,1370915,547.25,0,0,0,,0,0,2220000,411995,3361.11,,,,,,, Bulgaria_nan_-673340.0_2045.72; Moldavia_nan_-337980.0_1028.83; Serbia_1130000.0_-569195.0_1729.31;, Ungheria_nan_21615.0_87.56; Ucraina_650000.0_157855.0_626.85;
05:50 23-04-2022,183,77,54,6560000,20000,1400000,1409744,282.0,0,0,0,116000,63632,244.0,2640000,1056816,14418.0,2960000,2042784,374.0,1160000,0,0.0,6140000,1381536,552.0,0,0,0,,0,0,2220000,411312,3356.0,,,,,,, Bulgaria_nan_-685520.0_2090.0; Moldavia_nan_-337840.0_1030.0; Serbia_1130000.0_-636320.0_1942.0;, Ungheria_nan_20992.0_90.0; Ucraina_650000.0_173184.0_686.0;
06:00 23-04-2022,180,77,54,6540000,19600,1400000,1410678,282.24,0,0,0,116000,63438,243.04,2640000,1031358,14074.76,2960000,1922760,352.8,1160000,0,0.0,6140000,1527090,609.56,0,0,0,,0,0,2220000,411366,3351.6,,,,,,, Bulgaria_nan_-686046.0_2056.04; Ungheria_nan_-19620.0_58.8; Moldavia_nan_-317844.0_952.56; Serbia_1130000.0_-636996.0_1909.04;, Ucraina_650000.0_173310.0_686.0;
06:10 23-04-2022,180,77,54,6540000,19600,1400000,1410678,282.24,0,0,0,116000,63438,243.04,2640000,1031358,14074.76,2960000,1922760,352.8,1160000,0,0.0,6140000,1527090,609.56,0,0,0,,0,0,2220000,411366,3351.6,,,,,,, Bulgaria_nan_-686046.0_2056.04; Ungheria_nan_-19620.0_58.8; Moldavia_nan_-317844.0_952.56; Serbia_1130000.0_-636996.0_1909.04;, Ucraina_650000.0_173310.0_686.0;
06:20 23-04-2022,180,77,54,6540000,19600,1400000,1410678,282.24,0,0,0,116000,63438,243.04,2640000,1031358,14074.76,2960000,1922760,352.8,1160000,0,0.0,6140000,1527090,609.56,0,0,0,,0,0,2220000,411366,3351.6,,,,,,, Bulgaria_nan_-686046.0_2056.04; Ungheria_nan_-19620.0_58.8; Moldavia_nan_-317844.0_952.56; Serbia_1130000.0_-636996.0_1909.04;, Ucraina_650000.0_173310.0_686.0;
06:30 23-04-2022,180,77,54,6540000,19600,1400000,1410678,282.24,0,0,0,116000,63438,243.04,2640000,1031358,14074.76,2960000,1922760,352.8,1160000,0,0.0,6140000,1527090,609.56,0,0,0,,0,0,2220000,411366,3351.6,,,,,,, Bulgaria_nan_-686046.0_2056.04; Ungheria_nan_-19620.0_58.8; Moldavia_nan_-317844.0_952.56; Serbia_1130000.0_-636996.0_1909.04;, Ucraina_650000.0_173310.0_686.0;
06:40 23-04-2022,180,77,54,6510000,19500,1400000,1409415,280.8,0,0,0,116000,63147,243.75,2640000,1030533,14071.2,2960000,1921101,351.0,1160000,0,0.0,6140000,1525944,610.35,0,0,0,,0,0,2220000,410781,3352.05,,,,,,, Bulgaria_nan_-605430.0_1813.5; Ungheria_nan_-20181.0_60.45; Moldavia_nan_-317037.0_949.65; Serbia_1130000.0_-562464.0_1684.8;, Ucraina_650000.0_149079.0_590.85;
06:50 23-04-2022,180,77,54,6510000,19500,1400000,1409415,280.8,0,0,0,116000,63147,243.75,2640000,1030533,14071.2,2960000,1921101,351.0,1160000,0,0.0,6140000,1525944,610.35,0,0,0,,0,0,2220000,410781,3352.05,,,,,,, Bulgaria_nan_-605430.0_1813.5; Ungheria_nan_-20181.0_60.45; Moldavia_nan_-317037.0_949.65; Serbia_1130000.0_-562464.0_1684.8;, Ucraina_650000.0_149079.0_590.85;
07:00 23-04-2022,180,77,54,6400000,19200,1400000,1411200,282.24,0,0,0,116000,64000,245.76,2640000,1012480,13800.96,2960000,1916800,351.36,1160000,640,0.0,6140000,1433600,572.16,0,0,0,,0,0,2220000,412160,3358.08,,,,,,, Bulgaria_nan_-606080.0_1818.24; Ungheria_nan_-12800.0_38.4; Moldavia_nan_-380800.0_1142.4; Serbia_1130000.0_-563200.0_1689.6;, Ucraina_650000.0_149120.0_589.44;
07:10 23-04-2022,180,77,54,6400000,19200,1400000,1411200,282.24,0,0,0,116000,64000,245.76,2640000,1012480,13800.96,2960000,1916800,351.36,1160000,640,0.0,6140000,1433600,572.16,0,0,0,,0,0,2220000,412160,3358.08,,,,,,, Bulgaria_nan_-606080.0_1818.24; Ungheria_nan_-12800.0_38.4; Moldavia_nan_-380800.0_1142.4; Serbia_1130000.0_-563200.0_1689.6;, Ucraina_650000.0_149120.0_589.44;
07:20 23-04-2022,180,77,54,6400000,19200,1400000,1411200,282.24,0,0,0,116000,64000,245.76,2640000,1012480,13800.96,2960000,1916800,351.36,1160000,640,0.0,6140000,1433600,572.16,0,0,0,,0,0,2220000,412160,3358.08,,,,,,, Bulgaria_nan_-606080.0_1818.24; Ungheria_nan_-12800.0_38.4; Moldavia_nan_-380800.0_1142.4; Serbia_1130000.0_-563200.0_1689.6;, Ucraina_650000.0_149120.0_589.44;
07:30 23-04-2022,180,77,54,6400000,19200,1400000,1411200,282.24,0,0,0,116000,64000,245.76,2640000,1012480,13800.96,2960000,1916800,351.36,1160000,640,0.0,6140000,1433600,572.16,0,0,0,,0,0,2220000,412160,3358.08,,,,,,, Bulgaria_nan_-606080.0_1818.24; Ungheria_nan_-12800.0_38.4; Moldavia_nan_-380800.0_1142.4; Serbia_1130000.0_-563200.0_1689.6;, Ucraina_650000.0_149120.0_589.44;
07:40 23-04-2022,181,77,53,6380000,19300,1400000,1411256,281.78,0,0,0,116000,63162,241.25,2640000,1015696,13888.28,2960000,1887842,345.47,1160000,1914,1.93,6140000,1438052,575.14,0,0,0,,0,0,2220000,412148,3367.85,,,,,,, Bulgaria_nan_-518056.0_1567.16; Ungheria_nan_-10208.0_30.88; Moldavia_nan_-380886.0_1152.21; Serbia_1130000.0_-515504.0_1559.44;, Ucraina_650000.0_149930.0_596.37;
07:50 23-04-2022,181,77,53,6380000,19300,1400000,1411256,281.78,0,0,0,116000,63162,241.25,2640000,1015696,13888.28,2960000,1887842,345.47,1160000,1914,1.93,6140000,1438052,575.14,0,0,0,,0,0,2220000,412148,3367.85,,,,,,, Bulgaria_nan_-518056.0_1567.16; Ungheria_nan_-10208.0_30.88; Moldavia_nan_-380886.0_1152.21; Serbia_1130000.0_-515504.0_1559.44;, Ucraina_650000.0_149930.0_596.37;
08:00 23-04-2022,188,76,52,6280000,19700,1400000,1410488,281.71,0,0,0,116000,54008,206.85,2640000,1041224,14233.25,2960000,1696228,311.26,1160000,51496,39.4,6140000,1438120,575.24,0,0,0,,0,0,2220000,408200,3333.24,,,,,,, Bulgaria_nan_-518100.0_1625.25; Moldavia_nan_-290136.0_910.14; Serbia_1130000.0_-514960.0_1615.4;, Ungheria_nan_30772.0_126.08; Ucraina_650000.0_150092.0_594.94;
08:10 23-04-2022,188,76,52,6280000,19700,1400000,1410488,281.71,0,0,0,116000,54008,206.85,2640000,1041224,14233.25,2960000,1696228,311.26,1160000,51496,39.4,6140000,1438120,575.24,0,0,0,,0,0,2220000,408200,3333.24,,,,,,, Bulgaria_nan_-518100.0_1625.25; Moldavia_nan_-290136.0_910.14; Serbia_1130000.0_-514960.0_1615.4;, Ungheria_nan_30772.0_126.08; Ucraina_650000.0_150092.0_594.94;
08:20 23-04-2022,188,76,52,6280000,19700,1400000,1410488,281.71,0,0,0,116000,54008,206.85,2640000,1041224,14233.25,2960000,1696228,311.26,1160000,51496,39.4,6140000,1438120,575.24,0,0,0,,0,0,2220000,408200,3333.24,,,,,,, Bulgaria_nan_-518100.0_1625.25; Moldavia_nan_-290136.0_910.14; Serbia_1130000.0_-514960.0_1615.4;, Ungheria_nan_30772.0_126.08; Ucraina_650000.0_150092.0_594.94;
08:30 23-04-2022,188,76,52,6280000,19700,1400000,1410488,281.71,0,0,0,116000,54008,206.85,2640000,1041224,14233.25,2960000,1696228,311.26,1160000,51496,39.4,6140000,1438120,575.24,0,0,0,,0,0,2220000,408200,3333.24,,,,,,, Bulgaria_nan_-518100.0_1625.25; Moldavia_nan_-290136.0_910.14; Serbia_1130000.0_-514960.0_1615.4;, Ungheria_nan_30772.0_126.08; Ucraina_650000.0_150092.0_594.94;
08:40 23-04-2022,189,76,52,6320000,19900,1400000,1410624,282.58,0,0,0,116000,53720,206.96,2640000,1040904,14254.37,2960000,1695656,312.43,1160000,51192,37.81,6140000,1437800,577.1,0,0,0,,0,0,2220000,407640,3337.23,,,,,,, Bulgaria_nan_-166848.0_525.36; Moldavia_nan_-290088.0_913.41; Serbia_1130000.0_-520768.0_1639.76;, Ungheria_nan_37288.0_157.21; Ucraina_650000.0_185176.0_736.3;
08:50 23-04-2022,189,76,52,6320000,19900,1400000,1410624,282.58,0,0,0,116000,53720,206.96,2640000,1040904,14254.37,2960000,1695656,312.43,1160000,51192,37.81,6140000,1437800,577.1,0,0,0,,0,0,2220000,407640,3337.23,,,,,,, Bulgaria_nan_-166848.0_525.36; Moldavia_nan_-290088.0_913.41; Serbia_1130000.0_-520768.0_1639.76;, Ungheria_nan_37288.0_157.21; Ucraina_650000.0_185176.0_736.3;
09:00 23-04-2022,196,75,51,6370000,20800,1400000,1409681,282.88,0,0,0,116000,54145,208.0,2640000,1093092,14963.52,2960000,1282281,235.04,1160000,153517,114.4,6140000,1726270,690.56,0,0,0,,0,0,2220000,407680,3334.24,,,,,,, Bulgaria_nan_-166894.0_544.96; Moldavia_nan_-225498.0_736.32; Serbia_1130000.0_-520429.0_1699.36;, Ungheria_nan_57967.0_235.04; Ucraina_650000.0_184730.0_734.24;
09:10 23-04-2022,196,75,51,6370000,20800,1400000,1409681,282.88,0,0,0,116000,54145,208.0,2640000,1093092,14963.52,2960000,1282281,235.04,1160000,153517,114.4,6140000,1726270,690.56,0,0,0,,0,0,2220000,407680,3334.24,,,,,,, Bulgaria_nan_-166894.0_544.96; Moldavia_nan_-225498.0_736.32; Serbia_1130000.0_-520429.0_1699.36;, Ungheria_nan_57967.0_235.04; Ucraina_650000.0_184730.0_734.24;
09:20 23-04-2022,196,75,51,6370000,20800,1400000,1409681,282.88,0,0,0,116000,54145,208.0,2640000,1093092,14963.52,2960000,1282281,235.04,1160000,153517,114.4,6140000,1726270,690.56,0,0,0,,0,0,2220000,407680,3334.24,,,,,,, Bulgaria_nan_-166894.0_544.96; Moldavia_nan_-225498.0_736.32; Serbia_1130000.0_-520429.0_1699.36;, Ungheria_nan_57967.0_235.04; Ucraina_650000.0_184730.0_734.24;
09:30 23-04-2022,196,75,51,6370000,20800,1400000,1409681,282.88,0,0,0,116000,54145,208.0,2640000,1093092,14963.52,2960000,1282281,235.04,1160000,153517,114.4,6140000,1726270,690.56,0,0,0,,0,0,2220000,407680,3334.24,,,,,,, Bulgaria_nan_-166894.0_544.96; Moldavia_nan_-225498.0_736.32; Serbia_1130000.0_-520429.0_1699.36;, Ungheria_nan_57967.0_235.04; Ucraina_650000.0_184730.0_734.24;
09:40 23-04-2022,196,75,51,6370000,20800,1400000,1409681,282.88,0,0,0,116000,54145,208.0,2640000,1093092,14963.52,2960000,1282281,235.04,1160000,153517,114.4,6140000,1726270,690.56,0,0,0,,0,0,2220000,407680,3334.24,,,,,,, Bulgaria_nan_-166894.0_544.96; Moldavia_nan_-225498.0_736.32; Serbia_1130000.0_-520429.0_1699.36;, Ungheria_nan_57967.0_235.04; Ucraina_650000.0_184730.0_734.24;
09:50 23-04-2022,203,74,50,6510000,22000,1400000,1410717,281.6,0,0,0,116000,54684,209.0,2640000,1122324,15340.6,2960000,1239504,226.6,1160000,158193,118.8,6140000,1745982,697.4,0,0,0,,0,0,2220000,408177,3333.0,,,,,,, Moldavia_nan_-225897.0_763.4; Serbia_1130000.0_-604779.0_2043.8;, Bulgaria_nan_119784.0_789.8; Ungheria_nan_54033.0_224.4; Ucraina_650000.0_195951.0_778.8;
10:00 23-04-2022,220,72,48,6560000,24000,1400000,1411712,280.8,0,0,0,116000,54448,208.8,2640000,1269360,17320.8,2960000,747840,136.8,1160000,245344,184.8,6140000,2078208,830.4,0,0,0,,0,0,2220000,410000,3343.2,,,,,,, Moldavia_nan_-116768.0_427.2; Serbia_1130000.0_-605488.0_2215.2;, Bulgaria_nan_120048.0_808.8; Ungheria_nan_26896.0_105.6; Ucraina_650000.0_196144.0_777.6;
10:10 23-04-2022,220,72,48,6560000,24000,1400000,1411712,280.8,0,0,0,116000,54448,208.8,2640000,1269360,17320.8,2960000,747840,136.8,1160000,245344,184.8,6140000,2078208,830.4,0,0,0,,0,0,2220000,410000,3343.2,,,,,,, Moldavia_nan_-116768.0_427.2; Serbia_1130000.0_-605488.0_2215.2;, Bulgaria_nan_120048.0_808.8; Ungheria_nan_26896.0_105.6; Ucraina_650000.0_196144.0_777.6;
10:20 23-04-2022,220,72,48,6560000,24000,1400000,1411712,280.8,0,0,0,116000,54448,208.8,2640000,1269360,17320.8,2960000,747840,136.8,1160000,245344,184.8,6140000,2078208,830.4,0,0,0,,0,0,2220000,410000,3343.2,,,,,,, Moldavia_nan_-116768.0_427.2; Serbia_1130000.0_-605488.0_2215.2;, Bulgaria_nan_120048.0_808.8; Ungheria_nan_26896.0_105.6; Ucraina_650000.0_196144.0_777.6;
10:30 23-04-2022,220,72,48,6560000,24000,1400000,1411712,280.8,0,0,0,116000,54448,208.8,2640000,1269360,17320.8,2960000,747840,136.8,1160000,245344,184.8,6140000,2078208,830.4,0,0,0,,0,0,2220000,410000,3343.2,,,,,,, Moldavia_nan_-116768.0_427.2; Serbia_1130000.0_-605488.0_2215.2;, Bulgaria_nan_120048.0_808.8; Ungheria_nan_26896.0_105.6; Ucraina_650000.0_196144.0_777.6;
10:40 23-04-2022,222,72,48,6630000,24500,1400000,1411527,281.75,0,0,0,116000,54366,208.25,2640000,1268982,17297.0,2960000,747864,137.2,1160000,245310,183.75,6140000,2077842,828.1,0,0,0,,0,0,2220000,409734,3339.35,,,,,,, Moldavia_nan_-117351.0_433.65; Serbia_1130000.0_-591396.0_2185.4;, Bulgaria_nan_208845.0_1406.3; Ungheria_nan_27183.0_107.8; Ucraina_650000.0_179010.0_708.05;
