timestamp,carbon_intensity,low_emissions,renewable_emissions,total_production,total_emissions,nucleare_installed_capacity,nucleare_production,nucleare_emissions,geotermico_installed_capacity,geotermico_production,geotermico_emissions,biomassa_installed_capacity,biomassa_production,biomassa_emissions,carbone_installed_capacity,carbone_production,carbone_emissions,eolico_installed_capacity,eolico_production,eolico_emissions,fotovoltaico_installed_capacity,fotovoltaico_production,fotovoltaico_emissions,idroelettrico_installed_capacity,idroelettrico_production,idroelettrico_emissions,accumuloidro_installed_capacity,accumuloidro_production,accumuloidro_emissions,batterieaccu_installed_capacity,batterieaccu_production,batterieaccu_emissions,gas_installed_capacity,gas_production,gas_emissions,petrolio_installed_capacity,petrolio_production,petrolio_emissions,sconosciuto_installed_capacity,sconosciuto_production,sconosciuto_emissions,exchange_export,exchange_import
09:10 04-05-2022,433,28,28,5380000,38800,0,0,0,0,0,0,663000,231340,884.64,2420000,889852.0,12159.92,5500000,426096,77.6,4010000,572970,430.68,1010000,244252,97.0,0,0,0,,0,0,9140000,2657720,21700.84,66000,538,7.76,,182920,2130.12, Grecia_500000.0_-504106.0_3635.56; Centrosud (Italia)_nan_-2141240.0_15438.52;, Sicilia (Italia)_nan_173774.0_1307.56;
09:20 04-05-2022,433,28,28,5380000,38800,0,0,0,0,0,0,663000,231340,884.64,2420000,889852.0,12159.92,5500000,426096,77.6,4010000,572970,430.68,1010000,244252,97.0,0,0,0,,0,0,9140000,2657720,21700.84,66000,538,7.76,,182920,2130.12, Grecia_500000.0_-504106.0_3635.56; Centrosud (Italia)_nan_-2141240.0_15438.52;, Sicilia (Italia)_nan_173774.0_1307.56;
09:30 04-05-2022,433,28,28,5380000,38800,0,0,0,0,0,0,663000,231340,884.64,2420000,889852.0,12159.92,5500000,426096,77.6,4010000,572970,430.68,1010000,244252,97.0,0,0,0,,0,0,9140000,2657720,21700.84,66000,538,7.76,,182920,2130.12, Grecia_500000.0_-504106.0_3635.56; Centrosud (Italia)_nan_-2141240.0_15438.52;, Sicilia (Italia)_nan_173774.0_1307.56;
09:40 04-05-2022,433,28,28,5380000,38800,0,0,0,0,0,0,663000,231340,884.64,2420000,889852.0,12159.92,5500000,426096,77.6,4010000,572970,430.68,1010000,244252,97.0,0,0,0,,0,0,9140000,2657720,21700.84,66000,538,7.76,,182920,2130.12, Grecia_500000.0_-504106.0_3635.56; Centrosud (Italia)_nan_-2141240.0_15438.52;, Sicilia (Italia)_nan_173774.0_1307.56;
09:50 04-05-2022,433,28,28,5380000,38800,0,0,0,0,0,0,663000,231340,884.64,2420000,889852.0,12159.92,5500000,426096,77.6,4010000,572970,430.68,1010000,244252,97.0,0,0,0,,0,0,9140000,2657720,21700.84,66000,538,7.76,,182920,2130.12, Grecia_500000.0_-504106.0_3635.56; Centrosud (Italia)_nan_-2141240.0_15438.52;, Sicilia (Italia)_nan_173774.0_1307.56;
10:00 04-05-2022,401,34,34,5920000,39600,0,0,0,0,0,0,663000,246864,946.44,2420000,905760.0,12386.88,5500000,357568,67.32,4010000,1217152,914.76,1010000,154512,63.36,0,0,0,,0,0,9140000,2650384,21661.2,66000,592,7.92,,182336,2130.48, Grecia_500000.0_-39072.0_261.36; Centrosud (Italia)_nan_-2797200.0_18711.0;, Sicilia (Italia)_nan_204832.0_1425.6;
10:10 04-05-2022,401,34,34,5920000,39600,0,0,0,0,0,0,663000,246864,946.44,2420000,905760.0,12386.88,5500000,357568,67.32,4010000,1217152,914.76,1010000,154512,63.36,0,0,0,,0,0,9140000,2650384,21661.2,66000,592,7.92,,182336,2130.48, Grecia_500000.0_-39072.0_261.36; Centrosud (Italia)_nan_-2797200.0_18711.0;, Sicilia (Italia)_nan_204832.0_1425.6;
10:20 04-05-2022,401,34,34,5920000,39600,0,0,0,0,0,0,663000,246864,946.44,2420000,905760.0,12386.88,5500000,357568,67.32,4010000,1217152,914.76,1010000,154512,63.36,0,0,0,,0,0,9140000,2650384,21661.2,66000,592,7.92,,182336,2130.48, Grecia_500000.0_-39072.0_261.36; Centrosud (Italia)_nan_-2797200.0_18711.0;, Sicilia (Italia)_nan_204832.0_1425.6;
10:30 04-05-2022,401,34,34,5920000,39600,0,0,0,0,0,0,663000,246864,946.44,2420000,905760.0,12386.88,5500000,357568,67.32,4010000,1217152,914.76,1010000,154512,63.36,0,0,0,,0,0,9140000,2650384,21661.2,66000,592,7.92,,182336,2130.48, Grecia_500000.0_-39072.0_261.36; Centrosud (Italia)_nan_-2797200.0_18711.0;, Sicilia (Italia)_nan_204832.0_1425.6;
10:40 04-05-2022,401,34,34,5920000,39600,0,0,0,0,0,0,663000,246864,946.44,2420000,905760.0,12386.88,5500000,357568,67.32,4010000,1217152,914.76,1010000,154512,63.36,0,0,0,,0,0,9140000,2650384,21661.2,66000,592,7.92,,182336,2130.48, Grecia_500000.0_-39072.0_261.36; Centrosud (Italia)_nan_-2797200.0_18711.0;, Sicilia (Italia)_nan_204832.0_1425.6;
10:50 04-05-2022,401,34,34,5920000,39600,0,0,0,0,0,0,663000,246864,946.44,2420000,905760.0,12386.88,5500000,357568,67.32,4010000,1217152,914.76,1010000,154512,63.36,0,0,0,,0,0,9140000,2650384,21661.2,66000,592,7.92,,182336,2130.48, Grecia_500000.0_-39072.0_261.36; Centrosud (Italia)_nan_-2797200.0_18711.0;, Sicilia (Italia)_nan_204832.0_1425.6;
11:00 04-05-2022,374,39,39,6390000,39800,0,0,0,0,0,0,663000,246654,943.26,2420000,874152.0,11947.96,5500000,372537,67.66,4010000,1613475,1209.92,1010000,91377,35.82,0,0,0,,0,0,9140000,2486349,20301.98,66000,639,7.96,,177642,2073.58, Centrosud (Italia)_nan_-3401397.0_21185.54;, Grecia_500000.0_327807.0_1950.2; Sicilia (Italia)_nan_198729.0_1261.66;
11:10 04-05-2022,374,39,39,6390000,39800,0,0,0,0,0,0,663000,246654,943.26,2420000,874152.0,11947.96,5500000,372537,67.66,4010000,1613475,1209.92,1010000,91377,35.82,0,0,0,,0,0,9140000,2486349,20301.98,66000,639,7.96,,177642,2073.58, Centrosud (Italia)_nan_-3401397.0_21185.54;, Grecia_500000.0_327807.0_1950.2; Sicilia (Italia)_nan_198729.0_1261.66;
11:20 04-05-2022,374,39,39,6390000,39800,0,0,0,0,0,0,663000,246654,943.26,2420000,874152.0,11947.96,5500000,372537,67.66,4010000,1613475,1209.92,1010000,91377,35.82,0,0,0,,0,0,9140000,2486349,20301.98,66000,639,7.96,,177642,2073.58, Centrosud (Italia)_nan_-3401397.0_21185.54;, Grecia_500000.0_327807.0_1950.2; Sicilia (Italia)_nan_198729.0_1261.66;
11:30 04-05-2022,374,39,39,6390000,39800,0,0,0,0,0,0,663000,246654,943.26,2420000,874152.0,11947.96,5500000,372537,67.66,4010000,1613475,1209.92,1010000,91377,35.82,0,0,0,,0,0,9140000,2486349,20301.98,66000,639,7.96,,177642,2073.58, Centrosud (Italia)_nan_-3401397.0_21185.54;, Grecia_500000.0_327807.0_1950.2; Sicilia (Italia)_nan_198729.0_1261.66;
11:40 04-05-2022,374,39,39,6390000,39800,0,0,0,0,0,0,663000,246654,943.26,2420000,874152.0,11947.96,5500000,372537,67.66,4010000,1613475,1209.92,1010000,91377,35.82,0,0,0,,0,0,9140000,2486349,20301.98,66000,639,7.96,,177642,2073.58, Centrosud (Italia)_nan_-3401397.0_21185.54;, Grecia_500000.0_327807.0_1950.2; Sicilia (Italia)_nan_198729.0_1261.66;
11:50 04-05-2022,374,39,39,6390000,39800,0,0,0,0,0,0,663000,246654,943.26,2420000,874152.0,11947.96,5500000,372537,67.66,4010000,1613475,1209.92,1010000,91377,35.82,0,0,0,,0,0,9140000,2486349,20301.98,66000,639,7.96,,177642,2073.58, Centrosud (Italia)_nan_-3401397.0_21185.54;, Grecia_500000.0_327807.0_1950.2; Sicilia (Italia)_nan_198729.0_1261.66;
12:00 04-05-2022,348,44,44,6300000,36500,0,0,0,0,0,0,663000,248220,952.65,2420000,827820.0,11307.7,5500000,338310,62.05,4010000,1977570,1481.9,1010000,93240,36.5,0,0,0,,0,0,9140000,2276190,18585.8,66000,630,7.3,,156240,1821.35, Centrosud (Italia)_nan_-3671010.0_21268.55;, Grecia_500000.0_137970.0_817.6; Sicilia (Italia)_nan_243810.0_1423.5;
12:10 04-05-2022,348,44,44,6300000,36500,0,0,0,0,0,0,663000,248220,952.65,2420000,827820.0,11307.7,5500000,338310,62.05,4010000,1977570,1481.9,1010000,93240,36.5,0,0,0,,0,0,9140000,2276190,18585.8,66000,630,7.3,,156240,1821.35, Centrosud (Italia)_nan_-3671010.0_21268.55;, Grecia_500000.0_137970.0_817.6; Sicilia (Italia)_nan_243810.0_1423.5;
12:20 04-05-2022,348,44,44,6300000,36500,0,0,0,0,0,0,663000,248220,952.65,2420000,827820.0,11307.7,5500000,338310,62.05,4010000,1977570,1481.9,1010000,93240,36.5,0,0,0,,0,0,9140000,2276190,18585.8,66000,630,7.3,,156240,1821.35, Centrosud (Italia)_nan_-3671010.0_21268.55;, Grecia_500000.0_137970.0_817.6; Sicilia (Italia)_nan_243810.0_1423.5;
12:30 04-05-2022,348,44,44,6300000,36500,0,0,0,0,0,0,663000,248220,952.65,2420000,827820.0,11307.7,5500000,338310,62.05,4010000,1977570,1481.9,1010000,93240,36.5,0,0,0,,0,0,9140000,2276190,18585.8,66000,630,7.3,,156240,1821.35, Centrosud (Italia)_nan_-3671010.0_21268.55;, Grecia_500000.0_137970.0_817.6; Sicilia (Italia)_nan_243810.0_1423.5;
12:40 04-05-2022,348,44,44,6300000,36500,0,0,0,0,0,0,663000,248220,952.65,2420000,827820.0,11307.7,5500000,338310,62.05,4010000,1977570,1481.9,1010000,93240,36.5,0,0,0,,0,0,9140000,2276190,18585.8,66000,630,7.3,,156240,1821.35, Centrosud (Italia)_nan_-3671010.0_21268.55;, Grecia_500000.0_137970.0_817.6; Sicilia (Italia)_nan_243810.0_1423.5;
12:50 04-05-2022,348,44,44,6300000,36500,0,0,0,0,0,0,663000,248220,952.65,2420000,827820.0,11307.7,5500000,338310,62.05,4010000,1977570,1481.9,1010000,93240,36.5,0,0,0,,0,0,9140000,2276190,18585.8,66000,630,7.3,,156240,1821.35, Centrosud (Italia)_nan_-3671010.0_21268.55;, Grecia_500000.0_137970.0_817.6; Sicilia (Italia)_nan_243810.0_1423.5;
13:00 04-05-2022,323,50,50,6220000,33400,0,0,0,0,0,0,663000,250044,955.24,2420000,804246.0,10975.24,5500000,417984,76.82,4010000,2193172,1643.28,1010000,108850,43.42,0,0,0,,0,0,9140000,1973606,16098.8,66000,622,6.68,,154256,1796.92, Grecia_500000.0_-118180.0_634.6; Centrosud (Italia)_nan_-3748172.0_20126.84;, Sicilia (Italia)_nan_317220.0_1803.6;
13:10 04-05-2022,323,50,50,6220000,33400,0,0,0,0,0,0,663000,250044,955.24,2420000,804246.0,10975.24,5500000,417984,76.82,4010000,2193172,1643.28,1010000,108850,43.42,0,0,0,,0,0,9140000,1973606,16098.8,66000,622,6.68,,154256,1796.92, Grecia_500000.0_-118180.0_634.6; Centrosud (Italia)_nan_-3748172.0_20126.84;, Sicilia (Italia)_nan_317220.0_1803.6;
13:20 04-05-2022,323,50,50,6220000,33400,0,0,0,0,0,0,663000,250044,955.24,2420000,804246.0,10975.24,5500000,417984,76.82,4010000,2193172,1643.28,1010000,108850,43.42,0,0,0,,0,0,9140000,1973606,16098.8,66000,622,6.68,,154256,1796.92, Grecia_500000.0_-118180.0_634.6; Centrosud (Italia)_nan_-3748172.0_20126.84;, Sicilia (Italia)_nan_317220.0_1803.6;
13:30 04-05-2022,323,50,50,6220000,33400,0,0,0,0,0,0,663000,250044,955.24,2420000,804246.0,10975.24,5500000,417984,76.82,4010000,2193172,1643.28,1010000,108850,43.42,0,0,0,,0,0,9140000,1973606,16098.8,66000,622,6.68,,154256,1796.92, Grecia_500000.0_-118180.0_634.6; Centrosud (Italia)_nan_-3748172.0_20126.84;, Sicilia (Italia)_nan_317220.0_1803.6;
13:40 04-05-2022,323,50,50,6220000,33400,0,0,0,0,0,0,663000,250044,955.24,2420000,804246.0,10975.24,5500000,417984,76.82,4010000,2193172,1643.28,1010000,108850,43.42,0,0,0,,0,0,9140000,1973606,16098.8,66000,622,6.68,,154256,1796.92, Grecia_500000.0_-118180.0_634.6; Centrosud (Italia)_nan_-3748172.0_20126.84;, Sicilia (Italia)_nan_317220.0_1803.6;
13:50 04-05-2022,323,50,50,6220000,33400,0,0,0,0,0,0,663000,250044,955.24,2420000,804246.0,10975.24,5500000,417984,76.82,4010000,2193172,1643.28,1010000,108850,43.42,0,0,0,,0,0,9140000,1973606,16098.8,66000,622,6.68,,154256,1796.92, Grecia_500000.0_-118180.0_634.6; Centrosud (Italia)_nan_-3748172.0_20126.84;, Sicilia (Italia)_nan_317220.0_1803.6;
14:00 04-05-2022,309,52,52,6100000,31400,0,0,0,0,0,0,663000,248880,954.56,2420000,778970.0,10647.74,5500000,508130,94.2,4010000,2267370,1701.88,1010000,112850,43.96,0,0,0,,0,0,9140000,1887950,15423.68,66000,610,6.28,,147010,1717.58, Grecia_500000.0_-326960.0_1683.04; Centrosud (Italia)_nan_-3610590.0_18585.66;, Sicilia (Italia)_nan_148230.0_810.12;
14:10 04-05-2022,309,52,52,6100000,31400,0,0,0,0,0,0,663000,248880,954.56,2420000,778970.0,10647.74,5500000,508130,94.2,4010000,2267370,1701.88,1010000,112850,43.96,0,0,0,,0,0,9140000,1887950,15423.68,66000,610,6.28,,147010,1717.58, Grecia_500000.0_-326960.0_1683.04; Centrosud (Italia)_nan_-3610590.0_18585.66;, Sicilia (Italia)_nan_148230.0_810.12;
14:20 04-05-2022,309,52,52,6100000,31400,0,0,0,0,0,0,663000,248880,954.56,2420000,778970.0,10647.74,5500000,508130,94.2,4010000,2267370,1701.88,1010000,112850,43.96,0,0,0,,0,0,9140000,1887950,15423.68,66000,610,6.28,,147010,1717.58, Grecia_500000.0_-326960.0_1683.04; Centrosud (Italia)_nan_-3610590.0_18585.66;, Sicilia (Italia)_nan_148230.0_810.12;
14:30 04-05-2022,309,52,52,6100000,31400,0,0,0,0,0,0,663000,248880,954.56,2420000,778970.0,10647.74,5500000,508130,94.2,4010000,2267370,1701.88,1010000,112850,43.96,0,0,0,,0,0,9140000,1887950,15423.68,66000,610,6.28,,147010,1717.58, Grecia_500000.0_-326960.0_1683.04; Centrosud (Italia)_nan_-3610590.0_18585.66;, Sicilia (Italia)_nan_148230.0_810.12;
14:40 04-05-2022,309,52,52,6100000,31400,0,0,0,0,0,0,663000,248880,954.56,2420000,778970.0,10647.74,5500000,508130,94.2,4010000,2267370,1701.88,1010000,112850,43.96,0,0,0,,0,0,9140000,1887950,15423.68,66000,610,6.28,,147010,1717.58, Grecia_500000.0_-326960.0_1683.04; Centrosud (Italia)_nan_-3610590.0_18585.66;, Sicilia (Italia)_nan_148230.0_810.12;
14:50 04-05-2022,309,52,52,6100000,31400,0,0,0,0,0,0,663000,248880,954.56,2420000,778970.0,10647.74,5500000,508130,94.2,4010000,2267370,1701.88,1010000,112850,43.96,0,0,0,,0,0,9140000,1887950,15423.68,66000,610,6.28,,147010,1717.58, Grecia_500000.0_-326960.0_1683.04; Centrosud (Italia)_nan_-3610590.0_18585.66;, Sicilia (Italia)_nan_148230.0_810.12;
15:00 04-05-2022,298,54,54,5940000,29600,0,0,0,0,0,0,663000,251856,967.92,2420000,671814.0,9199.68,5500000,567864,103.6,4010000,2248884,1690.16,1010000,76626,29.6,0,0,0,,0,0,9140000,1877634,15362.4,66000,594,8.88,,146718,1713.84, Grecia_500000.0_-158004.0_787.36; Centrosud (Italia)_nan_-3207600.0_15984.0;, Sicilia (Italia)_nan_98010.0_523.92;
15:10 04-05-2022,298,54,54,5940000,29600,0,0,0,0,0,0,663000,251856,967.92,2420000,671814.0,9199.68,5500000,567864,103.6,4010000,2248884,1690.16,1010000,76626,29.6,0,0,0,,0,0,9140000,1877634,15362.4,66000,594,8.88,,146718,1713.84, Grecia_500000.0_-158004.0_787.36; Centrosud (Italia)_nan_-3207600.0_15984.0;, Sicilia (Italia)_nan_98010.0_523.92;
15:20 04-05-2022,298,54,54,5940000,29600,0,0,0,0,0,0,663000,251856,967.92,2420000,671814.0,9199.68,5500000,567864,103.6,4010000,2248884,1690.16,1010000,76626,29.6,0,0,0,,0,0,9140000,1877634,15362.4,66000,594,8.88,,146718,1713.84, Grecia_500000.0_-158004.0_787.36; Centrosud (Italia)_nan_-3207600.0_15984.0;, Sicilia (Italia)_nan_98010.0_523.92;
15:30 04-05-2022,298,54,54,5940000,29600,0,0,0,0,0,0,663000,251856,967.92,2420000,671814.0,9199.68,5500000,567864,103.6,4010000,2248884,1690.16,1010000,76626,29.6,0,0,0,,0,0,9140000,1877634,15362.4,66000,594,8.88,,146718,1713.84, Grecia_500000.0_-158004.0_787.36; Centrosud (Italia)_nan_-3207600.0_15984.0;, Sicilia (Italia)_nan_98010.0_523.92;
15:40 04-05-2022,298,54,54,5940000,29600,0,0,0,0,0,0,663000,251856,967.92,2420000,671814.0,9199.68,5500000,567864,103.6,4010000,2248884,1690.16,1010000,76626,29.6,0,0,0,,0,0,9140000,1877634,15362.4,66000,594,8.88,,146718,1713.84, Grecia_500000.0_-158004.0_787.36; Centrosud (Italia)_nan_-3207600.0_15984.0;, Sicilia (Italia)_nan_98010.0_523.92;
15:50 04-05-2022,298,54,54,5940000,29600,0,0,0,0,0,0,663000,251856,967.92,2420000,671814.0,9199.68,5500000,567864,103.6,4010000,2248884,1690.16,1010000,76626,29.6,0,0,0,,0,0,9140000,1877634,15362.4,66000,594,8.88,,146718,1713.84, Grecia_500000.0_-158004.0_787.36; Centrosud (Italia)_nan_-3207600.0_15984.0;, Sicilia (Italia)_nan_98010.0_523.92;
16:00 04-05-2022,303,53,53,6200000,31400,0,0,0,0,0,0,663000,252340,970.26,2420000,729740.0,9988.34,5500000,557380,103.62,4010000,2278500,1711.3,1010000,91760,37.68,0,0,0,,0,0,9140000,1905260,15583.82,66000,620,6.28,,146940,1714.44, Centrosud (Italia)_nan_-3107440.0_15737.68;, Grecia_500000.0_88040.0_524.38; Sicilia (Italia)_nan_150040.0_763.02;
16:10 04-05-2022,303,53,53,6200000,31400,0,0,0,0,0,0,663000,252340,970.26,2420000,729740.0,9988.34,5500000,557380,103.62,4010000,2278500,1711.3,1010000,91760,37.68,0,0,0,,0,0,9140000,1905260,15583.82,66000,620,6.28,,146940,1714.44, Centrosud (Italia)_nan_-3107440.0_15737.68;, Grecia_500000.0_88040.0_524.38; Sicilia (Italia)_nan_150040.0_763.02;
16:20 04-05-2022,303,53,53,6200000,31400,0,0,0,0,0,0,663000,252340,970.26,2420000,729740.0,9988.34,5500000,557380,103.62,4010000,2278500,1711.3,1010000,91760,37.68,0,0,0,,0,0,9140000,1905260,15583.82,66000,620,6.28,,146940,1714.44, Centrosud (Italia)_nan_-3107440.0_15737.68;, Grecia_500000.0_88040.0_524.38; Sicilia (Italia)_nan_150040.0_763.02;
16:30 04-05-2022,303,53,53,6200000,31400,0,0,0,0,0,0,663000,252340,970.26,2420000,729740.0,9988.34,5500000,557380,103.62,4010000,2278500,1711.3,1010000,91760,37.68,0,0,0,,0,0,9140000,1905260,15583.82,66000,620,6.28,,146940,1714.44, Centrosud (Italia)_nan_-3107440.0_15737.68;, Grecia_500000.0_88040.0_524.38; Sicilia (Italia)_nan_150040.0_763.02;
16:40 04-05-2022,303,53,53,6200000,31400,0,0,0,0,0,0,663000,252340,970.26,2420000,729740.0,9988.34,5500000,557380,103.62,4010000,2278500,1711.3,1010000,91760,37.68,0,0,0,,0,0,9140000,1905260,15583.82,66000,620,6.28,,146940,1714.44, Centrosud (Italia)_nan_-3107440.0_15737.68;, Grecia_500000.0_88040.0_524.38; Sicilia (Italia)_nan_150040.0_763.02;
16:50 04-05-2022,303,53,53,6200000,31400,0,0,0,0,0,0,663000,252340,970.26,2420000,729740.0,9988.34,5500000,557380,103.62,4010000,2278500,1711.3,1010000,91760,37.68,0,0,0,,0,0,9140000,1905260,15583.82,66000,620,6.28,,146940,1714.44, Centrosud (Italia)_nan_-3107440.0_15737.68;, Grecia_500000.0_88040.0_524.38; Sicilia (Italia)_nan_150040.0_763.02;
17:00 04-05-2022,322,49,49,6060000,32600,0,0,0,0,0,0,663000,249672,958.44,2420000,730836.0,10008.2,5500000,643572,117.36,4010000,1864056,1401.8,1010000,92718,35.86,0,0,0,,0,0,9140000,2045856,16740.1,66000,606,6.52,,147864,1727.8, Centrosud (Italia)_nan_-3215436.0_17297.56;, Grecia_500000.0_179982.0_1069.28; Sicilia (Italia)_nan_104232.0_524.86;
17:10 04-05-2022,322,49,49,6060000,32600,0,0,0,0,0,0,663000,249672,958.44,2420000,730836.0,10008.2,5500000,643572,117.36,4010000,1864056,1401.8,1010000,92718,35.86,0,0,0,,0,0,9140000,2045856,16740.1,66000,606,6.52,,147864,1727.8, Centrosud (Italia)_nan_-3215436.0_17297.56;, Grecia_500000.0_179982.0_1069.28; Sicilia (Italia)_nan_104232.0_524.86;
17:20 04-05-2022,322,49,49,6060000,32600,0,0,0,0,0,0,663000,249672,958.44,2420000,730836.0,10008.2,5500000,643572,117.36,4010000,1864056,1401.8,1010000,92718,35.86,0,0,0,,0,0,9140000,2045856,16740.1,66000,606,6.52,,147864,1727.8, Centrosud (Italia)_nan_-3215436.0_17297.56;, Grecia_500000.0_179982.0_1069.28; Sicilia (Italia)_nan_104232.0_524.86;
17:30 04-05-2022,322,49,49,6060000,32600,0,0,0,0,0,0,663000,249672,958.44,2420000,730836.0,10008.2,5500000,643572,117.36,4010000,1864056,1401.8,1010000,92718,35.86,0,0,0,,0,0,9140000,2045856,16740.1,66000,606,6.52,,147864,1727.8, Centrosud (Italia)_nan_-3215436.0_17297.56;, Grecia_500000.0_179982.0_1069.28; Sicilia (Italia)_nan_104232.0_524.86;
17:40 04-05-2022,322,49,49,6060000,32600,0,0,0,0,0,0,663000,249672,958.44,2420000,730836.0,10008.2,5500000,643572,117.36,4010000,1864056,1401.8,1010000,92718,35.86,0,0,0,,0,0,9140000,2045856,16740.1,66000,606,6.52,,147864,1727.8, Centrosud (Italia)_nan_-3215436.0_17297.56;, Grecia_500000.0_179982.0_1069.28; Sicilia (Italia)_nan_104232.0_524.86;
17:50 04-05-2022,322,49,49,6060000,32600,0,0,0,0,0,0,663000,249672,958.44,2420000,730836.0,10008.2,5500000,643572,117.36,4010000,1864056,1401.8,1010000,92718,35.86,0,0,0,,0,0,9140000,2045856,16740.1,66000,606,6.52,,147864,1727.8, Centrosud (Italia)_nan_-3215436.0_17297.56;, Grecia_500000.0_179982.0_1069.28; Sicilia (Italia)_nan_104232.0_524.86;
18:00 04-05-2022,352,43,43,5950000,34900,0,0,0,0,0,0,663000,232645,893.44,2420000,725900.0,9925.56,5500000,644385,118.66,4010000,1415505,1060.96,1010000,71400,27.92,0,0,0,,0,0,9140000,2290750,18723.85,66000,595,6.98,,154700,1804.33, Centrosud (Italia)_nan_-3490865.0_20475.83;, Grecia_500000.0_205870.0_1224.99; Sicilia (Italia)_nan_208250.0_1113.31;
18:10 04-05-2022,352,43,43,5950000,34900,0,0,0,0,0,0,663000,232645,893.44,2420000,725900.0,9925.56,5500000,644385,118.66,4010000,1415505,1060.96,1010000,71400,27.92,0,0,0,,0,0,9140000,2290750,18723.85,66000,595,6.98,,154700,1804.33, Centrosud (Italia)_nan_-3490865.0_20475.83;, Grecia_500000.0_205870.0_1224.99; Sicilia (Italia)_nan_208250.0_1113.31;
18:20 04-05-2022,352,43,43,5950000,34900,0,0,0,0,0,0,663000,232645,893.44,2420000,725900.0,9925.56,5500000,644385,118.66,4010000,1415505,1060.96,1010000,71400,27.92,0,0,0,,0,0,9140000,2290750,18723.85,66000,595,6.98,,154700,1804.33, Centrosud (Italia)_nan_-3490865.0_20475.83;, Grecia_500000.0_205870.0_1224.99; Sicilia (Italia)_nan_208250.0_1113.31;
18:30 04-05-2022,352,43,43,5950000,34900,0,0,0,0,0,0,663000,232645,893.44,2420000,725900.0,9925.56,5500000,644385,118.66,4010000,1415505,1060.96,1010000,71400,27.92,0,0,0,,0,0,9140000,2290750,18723.85,66000,595,6.98,,154700,1804.33, Centrosud (Italia)_nan_-3490865.0_20475.83;, Grecia_500000.0_205870.0_1224.99; Sicilia (Italia)_nan_208250.0_1113.31;
18:40 04-05-2022,352,43,43,5950000,34900,0,0,0,0,0,0,663000,232645,893.44,2420000,725900.0,9925.56,5500000,644385,118.66,4010000,1415505,1060.96,1010000,71400,27.92,0,0,0,,0,0,9140000,2290750,18723.85,66000,595,6.98,,154700,1804.33, Centrosud (Italia)_nan_-3490865.0_20475.83;, Grecia_500000.0_205870.0_1224.99; Sicilia (Italia)_nan_208250.0_1113.31;
18:50 04-05-2022,352,43,43,5950000,34900,0,0,0,0,0,0,663000,232645,893.44,2420000,725900.0,9925.56,5500000,644385,118.66,4010000,1415505,1060.96,1010000,71400,27.92,0,0,0,,0,0,9140000,2290750,18723.85,66000,595,6.98,,154700,1804.33, Centrosud (Italia)_nan_-3490865.0_20475.83;, Grecia_500000.0_205870.0_1224.99; Sicilia (Italia)_nan_208250.0_1113.31;
19:00 04-05-2022,385,36,36,5840000,37500,0,0,0,0,0,0,663000,228928,877.5,2420000,760952.0,10402.5,5500000,547208,101.25,4010000,1117776,840.0,1010000,113296,45.0,0,0,0,,0,0,9140000,2702752,22083.75,66000,584,7.5,,168192,1961.25, Centrosud (Italia)_nan_-3372016.0_21652.5;, Grecia_500000.0_53728.0_322.5; Sicilia (Italia)_nan_146000.0_862.5;
19:10 04-05-2022,385,36,36,5840000,37500,0,0,0,0,0,0,663000,228928,877.5,2420000,760952.0,10402.5,5500000,547208,101.25,4010000,1117776,840.0,1010000,113296,45.0,0,0,0,,0,0,9140000,2702752,22083.75,66000,584,7.5,,168192,1961.25, Centrosud (Italia)_nan_-3372016.0_21652.5;, Grecia_500000.0_53728.0_322.5; Sicilia (Italia)_nan_146000.0_862.5;
19:20 04-05-2022,385,36,36,5840000,37500,0,0,0,0,0,0,663000,228928,877.5,2420000,760952.0,10402.5,5500000,547208,101.25,4010000,1117776,840.0,1010000,113296,45.0,0,0,0,,0,0,9140000,2702752,22083.75,66000,584,7.5,,168192,1961.25, Centrosud (Italia)_nan_-3372016.0_21652.5;, Grecia_500000.0_53728.0_322.5; Sicilia (Italia)_nan_146000.0_862.5;
19:30 04-05-2022,385,36,36,5840000,37500,0,0,0,0,0,0,663000,228928,877.5,2420000,760952.0,10402.5,5500000,547208,101.25,4010000,1117776,840.0,1010000,113296,45.0,0,0,0,,0,0,9140000,2702752,22083.75,66000,584,7.5,,168192,1961.25, Centrosud (Italia)_nan_-3372016.0_21652.5;, Grecia_500000.0_53728.0_322.5; Sicilia (Italia)_nan_146000.0_862.5;
19:40 04-05-2022,385,36,36,5840000,37500,0,0,0,0,0,0,663000,228928,877.5,2420000,760952.0,10402.5,5500000,547208,101.25,4010000,1117776,840.0,1010000,113296,45.0,0,0,0,,0,0,9140000,2702752,22083.75,66000,584,7.5,,168192,1961.25, Centrosud (Italia)_nan_-3372016.0_21652.5;, Grecia_500000.0_53728.0_322.5; Sicilia (Italia)_nan_146000.0_862.5;
19:50 04-05-2022,385,36,36,5840000,37500,0,0,0,0,0,0,663000,228928,877.5,2420000,760952.0,10402.5,5500000,547208,101.25,4010000,1117776,840.0,1010000,113296,45.0,0,0,0,,0,0,9140000,2702752,22083.75,66000,584,7.5,,168192,1961.25, Centrosud (Italia)_nan_-3372016.0_21652.5;, Grecia_500000.0_53728.0_322.5; Sicilia (Italia)_nan_146000.0_862.5;
